,group,average_loudness,chords_changes_rate,chords_number_rate,bpm,danceability,tuning_diatonic_strength,Music Style
0,The Beatles,0.930424630642,0.0420470945537,0.00168188370299,113.21018219,1.22559845448,0.736696958542,Pop
0,David Bowie,0.826200187206,0.0830917879939,0.00212560384534,109.254180908,1.20661997795,0.529139399529,Pop
0,David Bowie,0.86802649498,0.0758553892374,0.00274370564148,109.794769287,1.36874985695,0.648131549358,Rock
0,David Bowie,0.480393469334,0.0360633172095,0.00151410873514,114.135154724,1.055139184,0.637846708298,Pop
0,David Bowie,0.829801082611,0.0451565906405,0.00291332858615,125.799507141,1.26092243195,0.614352047443,Rock
0,David Bowie,0.954200863838,0.0471800416708,0.00180766452104,134.419052124,1.31385195255,0.565534114838,Pop
0,David Bowie,0.954576790333,0.0371026806533,0.00141793687362,114.943099976,1.30809211731,0.609164059162,Rock
0,The Beatles,0.907901763916,0.0609791018069,0.00372172915377,178.205627441,1.29400146008,0.53638869524,Pop
0,The Beatles,0.792809486389,0.0634780004621,0.00324771180749,110.755180359,1.25884759426,0.767261743546,Pop
0,The Beatles,0.900569438934,0.0477132275701,0.00247218785807,129.322601318,1.15379285812,0.678756833076,Pop
0,The Beatles,0.957270085812,0.0444828346372,0.00172748870682,152.742080688,1.04972290993,0.669846892357,Pop
0,The Beatles,0.956856012344,0.0540714524686,0.00289668492042,148.106964111,1.26069259644,0.736156404018,Pop
0,The Beatles,0.934394001961,0.10643415153,0.00481058331206,138.86895752,1.21218538284,0.683757066727,Pop
0,The Beatles,0.760238111019,0.0733442828059,0.00383141753264,137.41885376,1.04878258705,0.535427808762,Pop
0,The Beatles,0.88502317667,0.0632711201906,0.0034799114801,130.625717163,0.99334281683,0.710078418255,Pop
0,The Beatles,0.885452449322,0.077077075839,0.00400400394574,109.105407715,1.06524658203,0.571225941181,Pop
0,The Beatles,0.754467785358,0.0457734726369,0.00233879056759,155.987472534,1.0031979084,0.674095332623,Pop
0,David Bowie,0.806877911091,0.036153037101,0.00210600206628,129.508178711,1.17223441601,0.587490558624,Electronic
0,David Bowie,0.849681675434,0.0626259744167,0.00201554852538,150.050170898,0.99193584919,0.557306706905,Rock
0,David Bowie,0.785290420055,0.044253103435,0.00300360424444,123.608947754,1.05379962921,0.583589553833,Rock
0,Metallica,0.563331305981,0.0477365069091,0.00130586186424,135.826049805,0.989891171455,0.54926866293,Rock
0,Metallica,0.478624016047,0.0353475026786,0.00083592068404,142.600906372,1.21252441406,0.509324789047,Rock
0,Metallica,0.845970332623,0.0588870234787,0.00107939552981,139.51348877,1.21581244469,0.555359780788,Metal
0,Metallica,0.459754377604,0.0548787415028,0.00113856315147,146.720596313,1.13594567776,0.533516168594,Rock
0,David Bowie,0.941326320171,0.0527950301766,0.0033444815781,163.553451538,1.19292461872,0.688599944115,Rock
0,David Bowie,0.854055523872,0.0362782739103,0.00170721299946,112.600257874,1.09558582306,0.594634473324,Rock
0,David Bowie,0.663404107094,0.0444324500859,0.00215866160579,100.703765869,1.13143801689,0.743248164654,Pop
0,David Bowie,0.485699117184,0.0767903327942,0.00388265750371,114.013687134,1.13120889664,0.614577114582,Pop
0,David Bowie,0.883197665215,0.0604395605624,0.00103021983523,126.521499634,1.27597808838,0.528731048107,Rock
0,David Bowie,0.591469109058,0.0438106432557,0.00161717145238,136.574859619,1.06828916073,0.536446690559,Pop
0,David Bowie,0.906098008156,0.0668997690082,0.00349650345743,164.548141479,1.02932846546,0.654355406761,Rock
0,Metallica,0.944274783134,0.0689100399613,0.00174286100082,91.2024841309,1.0617634058,0.638226985931,Metal
0,Metallica,0.82567191124,0.0729092955589,0.00182020431384,132.116241455,1.15188229084,0.636664271355,Metal
0,Metallica,0.937752902508,0.0702797994018,0.00165234634187,139.231384277,1.21632993221,0.656886816025,Metal
0,Metallica,0.911278009415,0.0796002745628,0.00149322301149,131.526992798,1.22196304798,0.563181757927,Metal
0,Metallica,0.86579144001,0.0674975514412,0.00154040055349,123.672035217,1.17382419109,0.608664870262,Metal
0,David Bowie,0.851955473423,0.0634037852287,0.00222469400615,114.814575195,1.2905421257,0.528689205647,Pop
0,Depeche Mode,0.764207184315,0.0408643558621,0.00149764656089,127.514663696,1.49920260906,0.760982453823,Pop
0,David Bowie,0.947394371033,0.0582711026073,0.0012446254259,139.977798462,1.26381599903,0.552554309368,Rock
0,David Bowie,0.924693763256,0.0597187764943,0.00198511173949,119.830215454,1.27027082443,0.451299548149,Pop
0,David Bowie,0.830473959446,0.0333498418331,0.00148588407319,107.230072021,1.04243755341,0.652792513371,Rock
0,Depeche Mode,0.900451481342,0.0375000014901,0.00147058826406,112.791740417,1.25259935856,0.599312901497,Pop
0,Depeche Mode,0.958316981792,0.0607544668019,0.00132362672593,99.0671005249,1.33298003674,0.599374473095,Pop
0,Depeche Mode,0.902124345303,0.0806650221348,0.00246305414476,127.664146423,1.18728256226,0.51514083147,Electronic
0,Depeche Mode,0.948382019997,0.0469904132187,0.0014144271845,129.946746826,1.32262837887,0.678853273392,Pop
0,Korn,0.967176616192,0.0907150506973,0.00293489871547,116.014602661,1.40038907528,0.411795258522,Metal
0,David Bowie,0.892494559288,0.0621715150774,0.00205101910979,152.002227783,1.02305340767,0.476569920778,Rock
0,Depeche Mode,0.881936907768,0.0340320020914,0.00180302001536,115.481216431,0.939594209194,0.593245327473,Rock
0,Depeche Mode,0.912563920021,0.057925555855,0.00188205775339,105.023658752,1.12733161449,0.47509303689,Pop
0,Depeche Mode,0.791214168072,0.0516658611596,0.00177048123442,93.6097335815,1.02373921871,0.602808117867,Pop
0,Korn,0.932210981846,0.0946261659265,0.00327102793381,117.996543884,1.24088561535,0.575740873814,Metal
0,Korn,0.948150634766,0.0736473947763,0.00308578484692,123.41960144,1.26803827286,0.593197464943,Metal
0,Metallica,0.884467720985,0.105540893972,0.00175901490729,105.806182861,1.03141736984,0.590007185936,Metal
0,Metallica,0.91918951273,0.0758443623781,0.000987556762993,155.326583862,1.53324496746,0.586640536785,Metal
0,Metallica,0.705016851425,0.0711868330836,0.00151709653437,85.3586578369,1.03008568287,0.514263153076,Metal
0,Metallica,0.916024982929,0.0785698965192,0.00321130384691,98.8644561768,1.3218985796,0.594322621822,Metal
0,Metallica,0.870312273502,0.0681539922953,0.00136035913602,102.290145874,1.17699468136,0.500053703785,Metal
0,Metallica,0.900756120682,0.130943670869,0.00390148744918,178.205703735,1.04581153393,0.538967490196,Metal
0,Metallica,0.954509913921,0.0796515271068,0.00280024879612,89.0709915161,1.12226176262,0.665890336037,Metal
0,Metallica,0.913972914219,0.106729529798,0.00257179606706,128.535293579,1.02944326401,0.335222601891,Metal
0,Metallica,0.920441269875,0.122727274895,0.00174825172871,150.962265015,1.24643743038,0.420071303844,Metal
0,Metallica,0.918061435223,0.0819986090064,0.00226323120296,122.83644104,1.1830534935,0.615096688271,Metal
0,Metallica,0.948512375355,0.0843647420406,0.00353624648415,117.354759216,1.10474216938,0.471844911575,Metal
0,Metallica,0.943067371845,0.0877735987306,0.00221092184074,104.693077087,1.1342279911,0.685096383095,Metal
0,Metallica,0.406726807356,0.0713864862919,0.00127651216462,129.328201294,0.880614638329,0.675782859325,Metal
0,Metallica,0.97544926405,0.0674497932196,0.00227358844131,132.205657959,1.34289431572,0.556935012341,Metal
0,Metallica,0.926194429398,0.123465918005,0.00295726745389,105.603134155,1.15585672855,0.620001852512,Metal
0,Metallica,0.879479110241,0.0930483564734,0.00183506042231,111.488883972,1.01787781715,0.506022036076,Metal
0,Metallica,0.96072024107,0.0943025574088,0.00245579564944,95.12159729,1.15443813801,0.713273525238,Metal
0,Metallica,0.948761403561,0.104855023324,0.00539447087795,124.160209656,1.26446342468,0.568596482277,Metal
0,Metallica,0.928533792496,0.0744156464934,0.00238511688076,103.368865967,1.42090797424,0.475090712309,Metal
0,Metallica,0.834105193615,0.102168671787,0.00257028103806,94.8051223755,1.08995103836,0.494519889355,Metal
0,Metallica,0.963192403316,0.0968539640307,0.00178595958278,140.221191406,1.16925311089,0.646212875843,Metal
0,Metallica,0.836904227734,0.0522508732975,0.00085099140415,136.216201782,1.09807932377,0.659031033516,Rock
0,Metallica,0.910391807556,0.0538383573294,0.00139346334618,149.02494812,1.13345849514,0.647166073322,Metal
0,Metallica,0.887928843498,0.0976633653045,0.00134653470013,87.5352020264,1.2928289175,0.273216247559,Metal
0,Metallica,0.887846887112,0.113586515188,0.00173150177579,129.22227478,1.39308094978,0.202853515744,Metal
0,Metallica,0.918308794498,0.129446491599,0.0029520294629,96.1157226562,1.22730231285,0.359136998653,Metal
0,Metallica,0.874000132084,0.105973027647,0.00216763000935,122.567840576,1.36328756809,0.242451772094,Metal
0,Metallica,0.955040872097,0.0536692216992,0.0014082302805,162.399291992,1.11805820465,0.718340992928,Metal
0,Metallica,0.947525203228,0.0748331770301,0.00238322210498,126.531204224,1.24874401093,0.521785974503,Metal
0,Metallica,0.830654919147,0.105196677148,0.00288704433478,162.066833496,1.05242216587,0.742671906948,Metal
0,Metallica,0.955864191055,0.108068101108,0.00444115465507,172.265731812,1.0634740591,0.475231975317,Metal
0,Metallica,0.911497175694,0.100132070482,0.00156081165187,95.4802780151,1.14179587364,0.772791564465,Metal
0,Metallica,0.907724738121,0.0863950774074,0.00184473476838,154.765777588,1.13054430485,0.664359867573,Metal
0,Metallica,0.879040300846,0.0753853023052,0.00122850120533,142.473953247,1.14156424999,0.682596802711,Metal
0,Metallica,0.943071067333,0.093200340867,0.00139425136149,101.782104492,1.26563429832,0.65013563633,Metal
