,fold,loss_type,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,accuracy_train_corrected,accuracy_train_modified,violations_train_prediction,violations_val_data,accuracy_val_corrected,accuracy_val_modified,violations_val_prediction,violations_test_data,accuracy_test_corrected,accuracy_test_modified,violations_test_prediction,counter_examples_found
0,1,sbr,PP,-,-,-,-,79.66853737831116,"[1.1439252917071294, -1.8286146135500219, -2.2169360568406793, -2.3972078045630827, -1.4427817116891084, 1.2101496117038264, 0.022212337202739397, 0.9261840060978594, -0.2174622080974054, 0.25893458592562535, 0.18996187287943817, -0.9633089329915553, 0.3214646545701397, 1.1786734713561262, 0.4708997557946631]",16,0.8506944444444444,0.8419117647058824,0,2,0.7604166666666666,0.7553191489361702,0,9,0.7395833333333334,0.7126436781609196,0,0
0,1,sbr,0,-,-,-,-,78.6353406906128,"[1.1439252917071294, -1.8286146135500219, -2.2169360568406793, -2.3972078045630827, -1.4427817116891084, 1.2101496117038264, 0.022212337202739397, 0.9261840060978594, -0.2174622080974054, 0.25893458592562535, 0.18996187287943817, -0.9633089329915553, 0.3214646545701397, 1.1786734713561262, 0.4708997557946631]",16,0.7673611111111112,0.8014705882352942,24,2,0.6875,0.7021276595744681,7,9,0.6458333333333334,0.6781609195402298,9,10
0,1,sbr,0.1,-,-,-,-,79.00241327285767,"[1.046070545158943, -1.7492069977951652, -2.205033064998375, -2.382487385605395, -1.4245360221421655, 1.2777038783269559, 0.02810585738405456, 0.9273835052654625, -0.21486979476286786, 0.25150778163430365, 0.1884776503883097, -0.9622532149019544, 0.329985535165556, 1.1797021700145178, 0.47425621997686707]",16,0.7777777777777778,0.8125,22,2,0.6875,0.7021276595744681,7,9,0.6458333333333334,0.6781609195402298,9,10
0,1,sbr,0.5,-,-,-,-,78.86313533782959,"[0.6351863853349647, -1.413320798386322, -2.156007528619415, -2.320110271257488, -1.3359037685948303, 1.5545810307796581, 0.05271041860103248, 0.931260886676789, -0.20104654659816548, 0.21894919482802291, 0.1770680106877815, -0.9521887513389402, 0.3631468186815079, 1.1782668755653583, 0.4876979982345729]",16,0.7881944444444444,0.8161764705882353,17,2,0.6979166666666666,0.7127659574468085,6,9,0.6770833333333334,0.6896551724137931,6,10
0,1,sbr,1,-,-,-,-,78.30444526672363,"[0.12879576439929785, -0.9855225964728401, -2.092857238576079, -2.240370845441716, -1.2124064661047746, 1.892282905745126, 0.07936286032771647, 0.9330886775041458, -0.1789312371427868, 0.17542109650643223, 0.15088898099230366, -0.9294632018045951, 0.39686657414681986, 1.1638488717510898, 0.5025971869982563]",16,0.8020833333333334,0.8235294117647058,12,2,0.7083333333333334,0.723404255319149,4,9,0.71875,0.7011494252873564,2,10
0,1,sbr,2,-,-,-,-,68.44829511642456,"[-0.6653135284079884, -0.2329632788964299, -1.9779862849851315, -2.117053211685127, -1.024235587256854, 2.4493858485937636, 0.10646310561396517, 0.9269860196058284, -0.13738194501554588, 0.09508361143748977, 0.08403362902181996, -0.8745887169640884, 0.4197452753150885, 1.1130709835760746, 0.5216331706945173]",16,0.8298611111111112,0.8272058823529411,3,2,0.7291666666666666,0.723404255319149,2,9,0.7291666666666666,0.7011494252873564,1,10
0,1,sbr,5,-,-,-,-,76.36307644844055,"[-1.8044360867985294, 0.9568928814402182, -1.81328915456488, -1.9530714761169192, -0.8416708990068004, 3.36877978675855, 0.1104468391680239, 0.8999078366320097, -0.08004314609886963, -0.042304992231195625, -0.02190194424758199, -0.7777885258714726, 0.3698740656070241, 1.0106984803923416, 0.5422233817011103]",16,0.8368055555555556,0.8272058823529411,0,2,0.7708333333333334,0.7659574468085106,0,9,0.7604166666666666,0.735632183908046,0,10
0,1,sbr,10,-,-,-,-,74.10903787612915,"[-2.598416587439795, 1.7856301007320876, -1.7219160258349877, -1.9140015608764802, -0.7735960825549101, 4.072972160815065, 0.10724767691072846, 0.8842672024985448, -0.051298158000868725, -0.11164524539698006, -0.06831798300777522, -0.7294663055958455, 0.3218487927891098, 0.9634038287219905, 0.5509340676616765]",16,0.8263888888888888,0.8161764705882353,0,2,0.78125,0.776595744680851,0,9,0.7604166666666666,0.735632183908046,0,0
0,1,sbr,100,-,-,-,-,75.35748887062073,"[-5.033922190607134, 4.051991374543307, -1.5179548303745563, -2.1434108207163045, -0.6902980218086163, 6.364254259946571, 0.10706405395286811, 0.8842552248969525, -0.015243400187643865, -0.18538010678538921, -0.11322872489531426, -0.6812686796400474, 0.25502097936499746, 0.9313455035287503, 0.5549047096291821]",16,0.8194444444444444,0.8088235294117647,0,2,0.78125,0.776595744680851,0,9,0.7604166666666666,0.735632183908046,0,0
0,1,sbr,500,-,-,-,-,79.23645615577698,"[-6.680496215271004, 5.3821632876871774, -1.4018832900416704, -2.4377446784619687, -0.684746117165011, 7.986691662535859, 0.0997126816589583, 0.9042049922897927, -0.02016331263905197, -0.18990900569224958, -0.11252164572284534, -0.6820036520528461, 0.2229634256313312, 0.9430318147889825, 0.5483842639466168]",16,0.8194444444444444,0.8088235294117647,0,2,0.78125,0.776595744680851,0,9,0.75,0.7241379310344828,0,0
