,fold,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,total_mse_train,custom_metric_train_1,custom_metric_train_2,violations_train_prediction,violations_val_data,total_mse_val,custom_metric_val_1,custom_metric_val_2,violations_val_prediction,violations_test_data,total_mse_test,custom_metric_test_1,custom_metric_test_2,violations_test_prediction,counter_examples_found
0,1,0,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,224.00173997879028,"[[4.38395941028679, 6.8398050196727, 5.516995234357099, 1.837183241867493, 1.716353467741244, 5.441333994598198, -2.5929458262610625, 0.27181109740889675, 22.33664784400342, 3.3849212413932332, 0.8621299095952701, -1.7375577454893918, -1.355713037618768, 39.27424570780167], [0.5321265027244911, 1.2971022920777857, 0.11843727589174884, -0.32399291077580133, 0.5533727508196493, 0.20082045331300555, -1.267267681588536, -0.2047475520919071, 1.0816685221078894, 0.15565020140034144, 0.05635057761127975, -0.8481471416618138, -0.28007033253944, 6.672172761259369], [0.29156588430510455, 0.35157071071467255, 2.344430057793835, -0.3934718446858395, -1.152802431861643, 0.09115418991200439, -0.40163234990251784, -0.19761968249387715, 0.40783679719963245, 0.5923700115893797, 0.08805601855217468, -0.5123033460885297, 0.05939384143080679, 6.075360783478248], [0.3105675186199902, 3.502613395576514, 7.551883392693637, 6.129974584710035, 6.848394292697519, -0.271961475745098, 0.712222068539711, -0.4023316070579364, -0.14863924187209643, -0.3109712923805368, -0.18339296523884543, 0.042694601580512505, -0.233123495531918, 34.52513957939478], [0.07485433519981094, 1.0872260438328363, -2.754822178022962, 2.1374463971610784, -2.4875222151652356, -0.3004412680225607, 0.2160847858145834, 0.018584886306905687, -1.0278941708419718, 0.5320586612078687, 0.23669520529570365, -0.4490282239773279, -0.032327663529288495, 15.813517768740569]]",504,36.55557667621707,-,-,506,175,24.279798751795965,-,-,176,183,46.24438647783021,-,-,175,10
0,1,1,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,595.7045385837555,"[[4.0161008592772065, 6.505619537172553, 5.173149182128103, 1.7632716704583662, 1.599612966579091, 5.324120454712622, -2.575928667662581, 0.27561428733935367, 21.895121368757025, 3.2137790322874378, 0.8261690459400088, -1.623602752101925, -1.3352494122940919, 40.97206178702705], [0.14210414994606174, 0.8929695284849729, -0.23041350564311916, -0.3714498254815791, 0.40637989053613044, 0.07323563324414459, -1.1174614319031722, -0.20330592605247638, 0.552128635199884, -0.013792336127180055, 0.02581617597840253, -0.7074678935234006, -0.24750056100812548, 8.36790105579392], [-0.0763544106170357, 0.0176081450065402, 2.0005700790741416, -0.46742848585025676, -1.269575124193252, -0.02610099701056815, -0.38458649026260455, -0.19381314514574033, -0.033650526784785556, 0.42130451900287486, 0.05207953393552475, -0.39833129056666955, 0.07987913470161093, 7.773285081178768], [-0.05732171588733381, 3.1684018286206705, 7.208201856792867, 6.056075903330479, 6.731669506661709, -0.3893321970742267, 0.7293802889563221, -0.3985005762343215, -0.5900673451007827, -0.48202689057584747, -0.21937469112405397, 0.15664231797625772, -0.21265131498854534, 36.22278613490733], [-0.29300839943952883, 0.7533513630743409, -3.0987878121820764, 2.06352152909941, -2.604301710114999, -0.41775715348837694, 0.23305173669095106, 0.022370314600549012, -1.469402247686778, 0.3608446522093773, 0.2007142837057233, -0.3350117652917376, -0.011855802685279434, 17.511382011600983]]",504,37.414369330573656,-,-,458,175,24.892220066248868,-,-,155,183,47.58734876369847,-,-,157,10
0,1,2,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,485.32872104644775,"[[3.786635700579446, 5.951708704036025, 4.822332194405213, 1.5931046693116422, 1.5130347355906695, 5.107834610285056, -2.3503491176076743, 0.28651399614833556, 21.143171487228535, 3.013826665527423, 0.7905597515846547, -1.4560762418728668, -1.3179772789202773, 42.65820023122507], [-0.0652982211526441, 0.41002534734633594, -0.5765164548724451, -0.568233960276445, 0.34972935990001436, -0.13253717667065043, -1.0244785818651825, -0.19012123664155264, -0.11199998664579652, -0.2151565763612745, -0.01522692154994156, -0.5666811812928383, -0.24229470438516168, 10.055837822275917], [-0.30580931486678786, -0.5357962896379841, 1.649606619586552, -0.6377911031304836, -1.356259475237831, -0.24213505396548243, -0.15895425836834629, -0.18303609518430838, -0.785733588418115, 0.22155934520926418, 0.01646291256416576, -0.23083322134357487, 0.09714816065958022, 9.45937161311051], [-0.28681895313098443, 2.6143887141707527, 6.857349644119587, 5.885763808155814, 6.64493640521122, -0.6052179976890323, 0.9549200257353394, -0.3876337719401489, -1.3419831744268333, -0.6819297269965325, -0.2549842554887601, 0.32412404672442746, -0.195377285557046, 37.90926510076512], [-0.522507577411069, 0.20011682340045725, -3.4498766799003024, 1.8931163081545006, -2.6908328303306526, -0.6337742881494818, 0.4587384348589385, 0.03312019918421697, -2.2215994467080957, 0.16123126344614347, 0.16511208105412534, -0.16747177831385204, 0.005422661056040128, 19.197403123237446]]",504,39.41216167624428,-,-,405,175,26.601954323395,-,-,139,183,50.15089079124995,-,-,137,10
0,1,5,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,462.96594762802124,"[[3.521947960318733, 4.9396945793259315, 4.069734575534379, 0.9467471193134805, 1.40645253642595, 4.636119767959006, -1.985897057440505, 0.3816283644886797, 19.172949041753238, 2.903689646237491, 0.7236947663140142, -1.1374616659432888, -1.1503046840317612, 46.406989453467084], [-0.3003126487402427, -0.12318136065545911, -0.9752419852357448, -1.0396485188229556, 0.27808873646488574, -0.5613519489995659, -0.5251643968050476, -0.1353489511284727, -1.9248752574048882, -0.2560420193293139, -0.08459377961851737, -0.27016360343264834, -0.11796112561484108, 12.091615978542332], [-0.5697370447792429, -1.5476667415088552, 0.898162935410704, -1.2848376612782821, -1.4652833227102393, -0.7134689954153679, 0.2056446296792077, -0.08843551774566796, -2.7567418358441613, 0.11078932358412372, -0.05040459288014282, 0.0878729331766746, 0.2646422668317424, 13.208776708869673], [-0.5507540249711718, 1.6026067795341536, 6.1049535506489025, 5.239086674895757, 6.53617326730297, -1.0765716288075295, 1.319613600180846, -0.29298895549339404, -3.3131009359463808, -0.7925168346970445, -0.3218449052880253, 0.6426445790123303, -0.027857018177008863, 41.6586630977552], [-0.7864419920355543, -0.8119618559920916, -4.2012834869060915, 1.2461121298975006, -2.7979898654129, -1.1051991263970025, 0.822787551859334, 0.12776868642943487, -4.192488673040768, 0.050441325539796376, 0.09824238408387105, 0.15130835952595634, 0.17289768508777997, 22.946425674529138]]",504,44.426573218517824,-,-,247,175,31.146995894550486,-,-,84,183,56.20664885049025,-,-,82,10
0,1,10,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,435.39083075523376,"[[3.5614700535947574, 4.49476693690695, 3.8101900492418728, 0.5099563322726689, 0.9894662193726635, 4.496319770728449, -1.9499386640692695, 0.39899300302767965, 18.376993835327003, 2.8415591948939123, 0.6801296339176773, -1.102385743475549, -1.0628639030892186, 48.599209770006624], [-0.21322367825286248, -0.10484240359173645, -0.87042820422439, -1.30121862210171, 0.19187686926172998, -0.6399816777692378, -0.5788274943202103, -0.15174567962451205, -2.4381188679268933, -0.2627255261975427, -0.13585100247538975, -0.22771468273490467, -0.11035898167452168, 12.365776770587907], [-0.5307443896389329, -1.9924646363539178, 0.6383809736726939, -1.720815116115163, -1.8832862404328223, -0.8535275878235329, 0.24197539995660805, -0.07033851927468877, -3.5518821519006427, 0.04904131151795476, -0.09404330816240578, 0.12218946711892924, 0.35229281376399185, 15.39995090315841], [-0.5116579682363043, 1.157718889021378, 5.845341173144249, 4.80266754637259, 6.118668163459323, -1.2165036649564358, 1.355753415561704, -0.27505282467135644, -4.108256924141568, -0.8546173689846217, -0.36550198818331003, 0.6769842636212138, 0.05981529028832634, 43.85095065073307], [-0.747475323447161, -1.2566363809749306, -4.461503805438073, 0.8101265720735125, -3.2154301349313514, -1.2452783334243094, 0.8590420188645912, 0.1458622504655327, -4.987540019528592, -0.011410596562952548, 0.05460076375634118, 0.1855926339906312, 0.26057922877457107, 25.137855717364356]]",504,46.386934677100456,-,-,130,175,32.830160666778625,-,-,49,183,59.00099031508387,-,-,42,10
0,1,20,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,572.1506464481354,"[[3.541045439340461, 4.21076471416777, 2.9473893897218293, 0.21366134049345153, 0.7845915845566622, 4.381406099011658, -1.9989798813253437, 0.4286838746398019, 18.07560670634509, 2.781358525417748, 0.6743410055625505, -1.0582961256601984, -1.0334445500526097, 50.20061253350753], [-0.24504544167890374, 0.23062245496563893, -1.3537603708611197, -1.433252870762732, 0.3922886958510719, -0.7533426864799635, -0.5533810977694102, -0.1582324946867869, -2.481207791258182, -0.3667155770560259, -0.15548816091843337, -0.19194547518794636, -0.05494881193015145, 12.226318909542718], [-0.55171549413977, -2.2778882169734547, -0.22646318410852115, -2.016275642288621, -2.0825429190480103, -0.9686162155087752, 0.19163535723584685, -0.04064623096580417, -3.8525091022698428, -0.011713781137521508, -0.09969352687695335, 0.1672887144747641, 0.38176512041392935, 17.0024003034261], [-0.5326749841090364, 0.8734759463493965, 4.981937308424515, 4.506947512167867, 5.918078817904929, -1.3316548642516433, 1.3056605886446557, -0.24535244705727363, -4.4089278487216665, -0.914829990147132, -0.37116506147009276, 0.7221985151213628, 0.0891860856691804, 45.45117278277675], [-0.7683791153076766, -1.5421097169336326, -5.325417844349599, 0.5146237141655503, -3.4186403968535353, -1.3601005562949342, 0.8097627508630116, 0.17551501770528904, -5.288344295389488, -0.07201448161100239, 0.048940906643713596, 0.23053175540671525, 0.29001754038094196, 26.740309887515263]]",504,47.36207424229996,-,-,62,175,33.46057154812738,-,-,25,183,60.30544722060819,-,-,15,10
0,1,50,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,535.3169796466827,"[[3.5655640673317617, 4.05816118485805, 2.9820333363951934, 0.03036523786776552, 0.3107066899393363, 4.347013366645185, -1.9606695187787815, 0.4148611084584229, 17.94689011843055, 2.660788868749527, 0.675501349282178, -1.087570167117316, -1.021301489582687, 51.1555141607343], [-0.26384021472457175, 0.44088862725607725, -1.4911566369435698, -1.2502760262508208, 0.6785360948171539, -0.7285828274320502, -0.399280063617652, -0.2164780668551027, -2.369154442375858, -0.5478394184678217, -0.18322461297062614, -0.16154016497651735, -0.049098445239761875, 11.860961622729146], [-0.5281201611139452, -2.4315978617065968, -0.1869348027043701, -2.198461804672831, -2.5717578884238006, -1.001422772296951, 0.2347756734426717, -0.05464681856428006, -3.9794815692867567, -0.13179609217159152, -0.0984434767912345, 0.13932512281875692, 0.3936290628207769, 17.953699833611136], [-0.5097202469380123, 0.7212660460904472, 5.016931230007538, 4.323165913923279, 5.4322847329806665, -1.3641596876502606, 1.3474619770554512, -0.25962024101730286, -4.536161363900173, -1.0355029507139424, -0.36984235381487335, 0.694705381445505, 0.10138335768576041, 46.40843915212505], [-0.7453072609564042, -1.6974472755188845, -5.287678881865736, 0.33289481290743483, -3.8972253704445454, -1.39284126238779, 0.8504151090338761, 0.1617752388339471, -5.41457546828324, -0.1923068205134521, 0.05026924498329428, 0.20308162420075598, 0.3019393560778337, 27.691714542254267]]",504,48.04516052084085,-,-,17,175,33.964562065095905,-,-,8,183,61.60869400550449,-,-,7,10
0,1,100,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,455.70960307121277,"[[3.5496565125280553, 4.013672463631899, 2.9630449261189997, 0.014587461441921247, 0.2925681611588761, 4.314057330361649, -1.9705523375520988, 0.42361502467273376, 17.943164222613838, 2.604652774799566, 0.6862823635795335, -1.0734094662503142, -1.0278997961956313, 51.41473997852858], [-0.274095539167963, 0.4655307286428297, -1.4732080395980314, -1.2820232660238142, 0.61701315547127, -0.7860212509926235, -0.38330207402945515, -0.20976274114127583, -2.375716456937315, -0.5909705769511888, -0.1713652273027143, -0.13419672892416298, -0.06102783899937439, 11.865670960824358], [-0.5437250067573459, -2.4690092985175704, -0.21319563429905072, -2.2173052685672565, -2.562285164409125, -1.0371283653340484, 0.2160328310212279, -0.04608236048940905, -3.9854545867596793, -0.18569848048825444, -0.08780065569171494, 0.15305867414141436, 0.3874463937948935, 18.21463281604833], [-0.5251640906796697, 0.6765199163824093, 4.99907315281877, 4.308193234360486, 5.436433041725926, -1.4009363834784798, 1.3299696940210146, -0.2497846066245933, -4.5415691087864225, -1.0889068741966121, -0.35908516335015095, 0.7089636928132296, 0.09480924670808323, 46.663217783432714], [-0.7600914595429797, -1.7310928755321044, -5.312727607494431, 0.3131375480059348, -3.9080729640130167, -1.4283986822204018, 0.8356395875439956, 0.16976052532286184, -5.422581679517612, -0.2455342923340123, 0.06085009243741031, 0.21613934225341797, 0.29574689659821174, 27.954708821082797]]",504,48.1810159646573,-,-,7,175,34.03432495238827,-,-,8,183,61.82662811914988,-,-,6,10
0,1,1000,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,247.06879258155823,"[[3.4462678459494396, 4.043072357550779, 2.877477412832334, -0.3035254114432019, 0.4724586856354369, 4.238840246957382, -2.294413763710575, 0.5565130638957876, 17.825216316557658, 2.350267597801658, 0.7887456638495215, -1.2758699145135282, -1.0237378268751482, 52.91926278788809], [-0.2986601979195213, 0.4573670603887908, -1.1650992008661218, -1.0148315807544952, 1.0938377719041368, -0.5837626148780498, -0.5587119482289684, -0.23597745983570742, -2.365713905071418, -0.48751068718369617, -0.08088382870869612, -0.03767190076440619, -0.009716844412063403, 11.338849221748001], [-0.5115374817456081, -2.6548935114583, -1.0564220879182116, -2.1799906984443527, -2.925001315446449, -1.0558486134738687, 0.3369440454663929, -0.03291535619889891, -4.019097581453432, -0.2175481737594935, -0.1577315262029137, 0.23245906050789422, 0.35772955273930235, 19.264519236885825], [-0.534357407155398, 0.4732671342037531, 4.813941863658026, 4.196148499271062, 5.300936327659916, -1.3259574822429758, 1.3603565774158928, -0.2746221846736275, -4.585962767859916, -1.2517004937322531, -0.38600289292674045, 0.6978972903263228, 0.11808690380220088, 48.21909510521078], [-0.7870782377034691, -1.804457768062291, -6.328757009560085, 0.4631745988813345, -3.966527628819789, -1.4632612635244728, 0.9767392200412879, 0.11614018280166843, -5.453888327107434, -0.2611960685660038, 0.002448321534047466, 0.314042266630915, 0.2640142845071327, 28.936394815794817]]",504,48.519655628344054,-,-,0,175,33.92491984637696,-,-,4,183,62.47266981532543,-,-,4,10
0,1,10000,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,591.4185416698456,"[[1.88634067330038, 3.313357355370266, 4.572686175086288, 2.2001940711731836, -0.07648248341306689, 5.905638539040148, -1.0162937263126355, 0.8018011801129636, 20.064888767236987, 2.8937456362078366, 0.6512350937229148, -0.3113643362252402, -0.696439582020046, 40.58826294984164], [0.5270938753414154, -1.1562595818579637, 1.820158909566309, -1.1995163335730648, -1.7462028427017084, -0.44111534146754366, -1.3030081905937596, -0.7042712955717029, -1.6172410763782306, -1.6617210555399373, -0.3965875109516323, -0.6478039360025648, 0.09261297036929188, 8.520951897717643], [-1.8012126580228953, -2.9008736088003504, 2.9179140592082033, -0.635959875112548, -2.2998859533149045, -0.05793982958363425, 1.3800756985757994, -0.026334719658926847, -3.1776057441794174, 0.2792919898365758, 0.003616604950848933, 0.8617702753537323, 0.6488896756653209, 7.552143380189552], [-1.68801182532676, 0.004672176418695418, 6.881814372607359, 6.103599371244721, 5.405275006008907, -0.8539469642370099, 2.0362330602273953, -0.02758749255441259, -3.758836366219742, -0.34844599292724093, -0.29110123358454126, 1.6009868449706364, 0.26569193363516624, 35.73640969062732], [-1.8860018300828874, -2.39178975233619, -2.1548913640789893, 1.8015931959080034, -3.891191504576055, -0.4747374129379533, 1.725595995220782, 0.2457811506105638, -4.697938263126204, 0.2759039947441223, 0.1276149803960787, 0.8960364656423335, 0.5360677625560302, 17.57387625118353]]",504,61.647397669526676,-,-,0,175,49.217553968624465,-,-,5,183,73.72732551301688,-,-,3,10
