,fold,margin,knowledge,learning_rate,batch_size,epochs,validation_loss,runtime,num_iterations
0,1,"[0, 1]",0,0.5,5,10,2.115323781967163,3823.0340123176575,681
0,2,"[0, 1]",0,0.5,5,10,2.1207735538482666,4667.998620271683,527
0,3,"[0, 1]",0,0.5,5,10,1.8985011577606201,5140.294990539551,580
0,4,"[0, 1]",0,0.5,5,10,2.1508288383483887,4923.60480594635,595
0,5,"[0, 1]",0,0.5,5,10,2.069190740585327,3893.0366756916046,600
0,1,"[0, 1]",0,1,5,10,1.8530189990997314,4121.10684800148,324
0,2,"[0, 1]",0,1,5,10,2.681312322616577,4777.507239580154,240
0,3,"[0, 1]",0,1,5,10,2.1384613513946533,4343.124752044678,511
0,4,"[0, 1]",0,1,5,10,1.877571940422058,4256.146181344986,389
0,5,"[0, 1]",0,1,5,10,2.0669679641723633,4559.223479509354,223
0,2,"[0, 1]",0,2,5,10,1.8678463697433472,2357.6150393486023,125
0,4,"[0, 1]",0,2,5,10,2.0894439220428467,3621.529746055603,182
0,5,"[0, 1]",0,2,5,10,2.4179556369781494,4261.131031513214,178
0,1,"[0, 1, 2]",0,0.5,5,10,3.296734571456909,3422.05811047554,700
0,2,"[0, 1, 2]",0,0.5,5,10,2.074282646179199,3439.713552236557,600
0,3,"[0, 1, 2]",0,0.5,5,10,1.5844005346298218,3331.2934119701385,600
0,4,"[0, 1, 2]",0,0.5,5,10,2.0391132831573486,3933.792332172394,800
0,5,"[0, 1, 2]",0,0.5,5,10,1.899658441543579,3798.601795196533,700
0,1,"[0, 1, 2]",0,1,5,10,8.296338081359863,3899.671289920807,541
0,2,"[0, 1, 2]",0,1,5,10,3.029747247695923,4439.621008872986,600
0,3,"[0, 1, 2]",0,1,5,10,4.0860395431518555,4180.575355529785,500
0,4,"[0, 1, 2]",0,1,5,10,3.8248493671417236,3718.3555483818054,400
0,5,"[0, 1, 2]",0,1,5,10,1.885460615158081,4418.754224061966,500
0,1,"[0, 1, 2]",0,2,5,10,1.8493338823318481,4746.416415452957,400
0,2,"[0, 1, 2]",0,2,5,10,3.1732003688812256,4659.381864070892,529
0,4,"[0, 1, 2]",0,2,5,10,1.6702799797058105,4635.902589797974,383
0,5,"[0, 1, 2]",0,2,5,10,1.7709275484085083,5029.9599006175995,504
0,1,"[1, 2]",0,0.5,5,10,5.904453277587891,2900.538956642151,344
0,2,"[1, 2]",0,0.5,5,10,3.5051121711730957,3685.0452642440796,738
0,3,"[1, 2]",0,0.5,5,10,1.5144493579864502,4199.425020456314,807
0,4,"[1, 2]",0,0.5,5,10,1.876868724822998,2934.117264986038,600
0,5,"[1, 2]",0,0.5,5,10,1.8859190940856934,3120.4193778038025,714
0,1,"[1, 2]",0,1,5,10,1.9149389266967773,3317.913524866104,500
0,2,"[1, 2]",0,1,5,10,1.7280118465423584,3882.2227687835693,600
0,3,"[1, 2]",0,1,5,10,1.714129090309143,3793.3271436691284,604
0,4,"[1, 2]",0,1,5,10,1.7603744268417358,4263.134098768234,578
0,5,"[1, 2]",0,1,5,10,1.7671332359313965,2771.8749125003815,398
0,1,"[1, 2]",0,2,5,10,1.840555191040039,4075.6556475162506,515
0,2,"[1, 2]",0,2,5,10,1.7149991989135742,4398.13122177124,424
0,3,"[1, 2]",0,2,5,10,1.672109842300415,2034.2533173561096,161
0,4,"[1, 2]",0,2,5,10,1.9764554500579834,3291.423568248749,400
0,5,"[1, 2]",0,2,5,10,2.2393198013305664,4782.0203223228455,425
0,1,"[0, 1]",0,0.5,5,10,1.8482120037078857,2909.1567962169647,400
0,2,"[0, 1]",0,0.5,5,10,3.1804091930389404,3322.159932374954,400
0,3,"[0, 1]",0,0.5,5,10,1.9077491760253906,4517.521301031113,587
0,4,"[0, 1]",0,0.5,5,10,1.996612787246704,2811.1716973781586,400
0,5,"[0, 1]",0,0.5,5,10,2.0686659812927246,4670.452953577042,440
0,1,"[0, 1]",0,1,5,10,2.215266466140747,4338.340005636215,215
0,3,"[0, 1]",0,1,5,10,1.925503134727478,4497.619569301605,415
0,4,"[0, 1]",0,1,5,10,2.064748525619507,4504.008235692978,355
0,5,"[0, 1]",0,1,5,10,2.206739902496338,4976.700548410416,334
0,3,"[0, 1]",0,2,5,10,1.825149416923523,4485.808384895325,164
0,4,"[0, 1]",0,2,5,10,2.1321990489959717,4222.661148071289,197
0,5,"[0, 1]",0,2,5,10,2.0830271244049072,4311.435845851898,402
0,1,"[0, 1, 2]",0,0.5,5,10,1.4026386737823486,3945.4592735767365,700
