Number of Television,Number of Car,Number of Stove with Oven/Gas Range,House Floor Area,House Age,Number of bedrooms,Electricity,Total Number of Family members,Total number of family members employed,Household Head Sex,Household Head Age,Agricultural Household indicator,Total Household Income,Total Food Expenditure,Medical Care Expenditure,Education Expenditure,Housing and water Expenditure,Miscellaneous Goods and Services Expenditure
1,0,0,100,36,5,1,3,0,Female,40,0,152.8734,9.8527,1.2816,3.02,9.7362,1.188
1,0,0,13,6,2,1,6,2,Male,52,0,19.8952,7.9042,0.1098,0.555,2.091,0.7122
1,0,0,50,19,3,1,3,0,Female,76,0,8.0457,5.9304,0.178,0.109,2.8794,0.3312
1,0,0,90,19,2,1,8,0,Female,49,0,33.6636,13.122,0.43,0.03,8.514,0.7248
1,0,0,180,27,4,1,6,1,Female,67,0,58.2129,19.1415,0.4547,2.78,12.4056,3.3714
0,0,0,17,27,2,1,3,2,Male,32,0,17.146,8.2899,0.1871,0,1.3296,0.456
2,0,1,22,17,3,1,8,2,Male,54,0,29.2413,12.2493,0.6652,1.1264,8.202,1.611
1,0,1,29,23,1,1,1,1,Female,59,0,12.5685,5.4385,1.2277,0,3.6096,0.1692
1,0,0,50,13,1,1,1,0,Female,49,0,6.0225,3.2173,0.003,0,0.8154,0.2034
1,0,0,43,25,2,1,4,0,Male,38,0,25.6682,10.6957,0.025,0,5.0964,0.624
1,0,0,15,17,1,1,8,1,Male,45,0,12.5554,12.2232,0.139,0.04,1.7298,0.7536
1,0,0,50,2,0,1,3,1,Female,61,0,10.3574,6.2384,0.1968,0,1.3158,0.9348
1,0,0,80,16,3,1,4,0,Male,58,0,25.2669,5.235,0.7916,3.5,5.0142,1.2102
1,0,0,17,13,1,1,5,0,Male,49,0,11.8389,7.1544,0.0043,0.258,1.7694,0.6114
1,0,0,11,0,1,1,4,2,Male,50,0,9.5633,5.3622,0.1763,0.229,1.7268,0.5694
1,0,0,64,13,2,1,6,1,Male,59,0,36.4829,10.609,0.1296,0.0465,2.4534,0.7266
1,0,0,11,17,1,1,7,0,Male,45,0,19.149,11.1428,0.2992,0.193,1.3122,0.7716
0,0,0,75,35,1,1,2,0,Male,56,0,40.2248,5.2284,0.4695,0.0999,3.717,0.8628
1,0,0,30,11,4,1,9,3,Male,52,0,36.7939,19.2924,0.6142,0.097,2.9052,0.8976
0,0,0,16,12,2,1,4,1,Male,32,0,11.6635,7.4537,0.1851,0.2007,1.1526,0.4326
0,0,0,16,3,0,1,8,5,Male,52,0,44.3779,11.6588,0.0554,1.068,1.113,1.0026
0,0,0,32,85,1,1,2,0,Male,65,0,8.671,6.5539,0.2571,0,1.3032,0.4218
1,1,0,45,7,2,1,4,3,Female,64,0,74.0719,11.3277,1.1081,0,9.0168,1.3674
1,0,0,11,10,0,1,4,1,Male,36,0,8.6936,6.2549,0.0868,0.0223,1.077,0.3006
2,0,0,82,37,4,1,8,3,Male,48,0,47.8233,11.8874,0.0457,1.576,3.8868,2.7636
1,0,0,23,7,1,1,5,1,Male,40,0,23.2094,10.2664,2.001,0.0725,1.7442,1.4676
3,3,1,47,18,4,1,4,3,Male,63,0,132.4341,21.0112,0.4703,1.0213,13.6362,9.9456
1,0,0,26,20,2,1,8,2,Male,54,0,29.2496,8.2079,0.2155,0,3.66,0.7344
1,0,0,45,6,3,1,2,2,Female,56,0,38.0669,7.8428,0.053,1.278,4.8672,1.1136
1,0,0,36,17,1,1,10,5,Male,45,0,39.2055,8.2091,0.1412,0.09,1.809,0.8364
1,0,1,81,7,2,1,5,1,Male,52,0,28.3802,7.9119,0.0592,0,6.0858,0.768
1,0,0,37,8,2,1,6,1,Male,33,0,14.7619,4.8236,0.0276,0.0605,4.3638,0.4212
0,0,0,20,15,2,1,14,7,Male,52,0,30.9728,12.2717,0.6311,0.06,1.401,0.5316
0,0,0,18,5,0,0,7,1,Female,71,0,11.5021,5.666,0.0137,0.003,0.5898,0.2952
1,0,0,22,29,1,1,6,2,Male,54,0,26.5528,7.8662,0.1267,0.004,1.3896,0.3174
0,0,0,15,7,2,1,7,2,Male,49,0,19.3268,4.7157,0.03,0.808,1.5174,0.8568
0,0,0,12,20,0,0,1,0,Male,58,1,3.4952,2.6707,0.012,0,0.483,0.066
0,0,0,20,29,0,1,4,0,Female,37,0,11.473,5.8822,0.107,1.3375,2.127,0.447
1,0,0,10,8,1,1,4,1,Male,30,0,7.5823,2.8879,0.0617,0.006,1.095,0.5772
0,0,0,20,29,2,1,6,1,Female,77,0,18.1142,9.9791,0.0406,0,8.1894,0.2448
0,0,0,34,5,0,1,4,0,Male,56,0,4.862,3.738,0.0583,0.0098,1.008,0.084
0,0,0,17,20,2,1,5,0,Male,47,0,8.2633,4.6777,0.1727,0.232,1.6464,0.174
1,0,0,7,32,1,1,6,3,Male,70,0,23.9971,6.2428,0.0795,0,1.7262,0.225
1,0,0,18,0,2,1,6,1,Male,52,0,23.2049,4.3809,0.0606,0.119,2.8716,0.8652
0,0,0,20,20,2,1,2,0,Male,68,0,5.7297,2.0811,0.726,0,1.353,0.0792
1,0,0,47,15,1,1,2,0,Female,64,0,21.9092,3.1753,4.03,0,7.3788,0.1914
0,0,0,12,10,1,1,5,1,Male,39,0,7.7095,5.8276,0.0212,0.84,1.4148,0.2946
1,0,0,28,2,1,1,5,0,Male,45,0,7.3905,4.5914,0.0762,0.04,1.335,0.45
1,0,0,60,13,2,1,3,0,Male,65,1,15.0443,3.5469,1.1005,0.16,2.0196,0.2736
0,0,0,15,7,0,1,2,0,Male,58,1,4.4051,2.1639,0.042,0,0.6774,0.1044
0,0,0,20,8,1,1,3,0,Male,38,0,10.5678,3.8173,0.02,0.009,0.7632,0.366
1,0,0,64,19,1,1,8,2,Male,51,0,16.0135,5.6271,0.0027,0.002,0.4518,0.2256
1,0,0,36,35,1,1,3,0,Male,57,0,9.6261,3.7835,0.0663,0,1.3908,0.2304
0,0,0,13,2,1,1,1,0,Female,82,0,2.2834,1.2621,0,0,0.4218,0.018
1,0,0,80,1,1,1,6,4,Female,56,0,29.9227,4.5328,0.0341,0.026,1.9086,0.5328
0,0,0,96,2,2,1,6,2,Male,36,0,14.9373,3.4101,0.0046,0.161,0.822,0.3306
0,0,0,19,1,1,0,2,0,Female,64,0,2.1106,1.0062,0,0,0.6978,0.0408
1,0,0,20,1,1,1,4,1,Male,59,0,18.3921,3.6379,0.1,0,1.4112,0.4392
0,0,0,11,7,1,1,3,0,Female,40,0,3.4128,4.1061,0.003,0.14,0.627,0.1848
1,0,0,26,32,2,1,2,0,Male,56,0,11.7176,3.7207,0,0.045,1.2606,0.1518
1,0,0,23,1,2,1,6,1,Male,35,0,10.4231,5.1673,0.0024,0.0316,1.305,0.5706
0,0,0,14,20,2,1,6,2,Male,44,0,23.4698,6.0619,0.035,1.03,1.56,1.2348
1,0,0,15,11,2,1,6,2,Male,59,0,14.9241,4.2684,0.046,0.1,0.9456,0.417
1,0,1,40,6,2,1,3,0,Male,59,0,15.0392,3.5352,0.0324,0,4.0338,0.6948
2,0,0,12,1,1,1,4,1,Male,31,0,16.9715,4.438,0.005,0.02,0.8094,0.2868
1,0,0,140,50,2,1,2,1,Male,43,0,10.3349,2.731,0.003,0,0.9,0.1014
1,0,0,140,27,2,1,8,3,Male,57,0,25.9707,8.5394,0.3611,0.877,1.173,0.8346
0,0,0,23,50,1,1,3,0,Male,71,0,3.5731,4.1693,0.0108,0.015,0.552,0.1794
1,0,0,59,16,2,1,7,3,Male,50,0,29.278,6.3325,0.122,0.99,3.8562,1.17
1,0,0,43,15,3,1,4,0,Male,53,0,12.6695,6.1365,0.0397,0.02,1.944,0.4392
1,0,0,36,2,2,1,6,2,Male,46,0,15.1625,7.1888,0.0348,0.1294,1.4136,0.6984
1,0,0,26,0,0,1,5,1,Male,33,0,14.5102,6.4317,0.0274,0.0565,1.1292,0.273
1,0,0,12,12,0,1,2,2,Male,58,1,7.4935,2.4188,0.086,0,0.6888,0.1764
0,0,0,30,17,1,1,9,3,Male,39,0,18.1308,8.3235,0.0199,1.265,1.128,0.8748
0,0,0,32,15,0,1,5,3,Male,55,0,19.8448,7.059,0.2431,0.01,1.5282,0.378
1,0,0,17,2,1,1,7,4,Male,39,0,25.0241,7.2479,0.0345,0.165,0.9288,0.507
0,0,0,32,1,0,1,5,1,Male,40,0,14.6839,8.932,0.3837,0.066,1.4772,0.7902
1,0,0,26,17,2,1,3,2,Male,42,0,14.9477,5.9445,0.0792,0,1.743,0.255
0,0,0,15,2,0,0,6,2,Male,65,0,9.7249,5.7951,0.02,0.012,1.0632,0.3828
0,0,0,11,4,2,1,1,1,Male,50,0,7.1248,3.6004,0.1389,0,1.1346,0.1698
1,0,0,75,9,3,1,7,1,Male,41,0,13.9896,9.7336,0.3903,0.685,2.4042,0.9432
1,0,0,19,11,1,1,5,1,Male,38,0,13.7858,5.5121,0.1137,0.0868,2.076,0.5286
0,0,0,17,15,0,1,6,0,Male,61,0,3.5201,5.0102,0.0015,0.031,0.966,0.2388
1,0,0,18,14,0,1,6,0,Male,36,0,5.391,5.9288,0.0212,0.171,1.38,0.3564
1,0,0,32,25,2,1,4,2,Male,63,0,12.2072,4.9519,0.0072,0,1.65,0.213
1,0,0,30,15,1,1,5,0,Male,42,0,7.8842,9.0853,0.6967,3.424,1.7616,0.9624
0,0,0,17,13,0,1,4,1,Male,30,0,6.773,5.4411,0.075,0.005,0.8718,0.1794
1,0,0,22,17,1,1,6,1,Male,63,0,22.5385,8.4349,0.2676,0,1.41,1.7958
0,0,0,15,15,0,1,6,1,Male,73,0,4.6236,4.0582,0.5043,0.0035,0.984,0.1782
1,0,0,35,25,4,1,3,1,Male,42,0,14.4516,4.1392,0.386,0.0564,2.2974,2.5596
0,0,0,30,16,1,1,9,0,Male,46,0,5.2096,4.7823,0.005,0.0247,0.99,0.3768
0,0,0,25,15,0,1,10,1,Male,44,0,8.1916,6.6141,0.004,0.006,0.93,0.2166
1,0,0,20,18,2,1,8,2,Female,44,0,11.6955,7.4378,0.113,0.193,2.367,0.5622
1,0,0,40,3,3,1,4,1,Male,44,0,16.3122,8.7063,0.0182,3.495,4.923,0.8058
1,0,0,30,27,2,1,5,4,Male,54,0,19.4022,5.8905,0.0099,0,1.392,0.342
1,0,0,66,27,1,1,12,6,Male,58,0,19.5743,11.8051,0.0211,0.152,1.8984,0.6228
0,0,0,20,26,2,1,8,1,Male,43,0,11.6728,7.7537,0.2218,0.003,1.008,0.816
0,0,0,30,31,4,1,4,0,Female,71,0,4.718,4.0061,0.1552,0.023,0.9126,0.1596
1,0,1,35,25,3,1,5,1,Female,73,0,18.384,11.5471,1.416,0.824,6.279,0.8322
0,0,0,25,12,1,1,3,2,Male,50,0,10.0847,5.8321,0.0844,0.094,1.4076,0.318
1,0,0,35,52,2,1,6,1,Male,66,0,20.624,10.1966,1.514,0,1.569,0.4038
1,0,0,11,24,1,0,3,0,Female,37,0,3.2217,5.0629,0.026,0.0674,0.681,0.2004
1,0,0,30,30,1,1,6,2,Male,44,0,3.9116,8.2482,0.098,0.1594,1.875,0.2784
1,0,0,20,10,3,1,6,1,Male,43,0,10.13,10.2749,0.572,0.22,2.8578,0.6372
0,0,0,11,8,1,1,5,1,Male,38,0,10.365,7.6189,0.021,0.012,1.8702,0.2682
1,0,0,26,25,4,1,6,1,Male,53,0,17.6324,8.1311,0.238,0.182,2.7732,0.5724
1,0,0,10,26,2,1,2,1,Male,46,0,9.1088,11.2468,0.07,0.063,1.863,0.5946
0,0,0,16,16,1,1,5,1,Male,40,0,10.4652,4.6613,0.0172,0.03,1.698,0.213
1,0,0,20,29,1,1,5,4,Male,23,0,26.3815,8.8678,0.016,0,1.383,0.3528
0,0,0,60,23,1,1,3,1,Male,51,1,7.6528,5.1482,0.0186,0.03,1.6476,0.2994
1,0,0,90,23,2,1,8,2,Female,72,0,18.4113,11.7584,0.3632,0.08,2.304,0.663
1,0,0,80,27,2,1,5,1,Male,78,0,12.1733,7.8797,0.156,0.067,2.2932,0.2058
1,0,0,60,25,2,1,5,1,Male,47,0,12.1376,7.0897,0.0503,0.025,2.07,0.273
1,0,0,110,25,2,1,10,1,Female,49,0,20.5812,13.766,0.1981,0.132,1.9308,0.4818
1,0,0,54,10,2,1,2,0,Female,70,0,8.9925,5.1799,1.2462,0,2.5914,0.2112
1,0,0,80,19,2,1,5,2,Male,41,0,17.2794,7.5322,0.0698,0.2208,1.662,0.4896
1,0,0,14,55,1,1,4,3,Male,49,0,19.6962,7.6492,0.0262,0,1.8192,0.2592
1,0,1,30,35,2,1,1,1,Male,54,0,12.411,3.0919,0.006,0,1.683,0.2244
1,0,1,200,9,3,1,3,0,Male,51,0,3.5448,7.9336,0,0.18,4.9488,0.576
1,0,1,120,15,0,1,8,3,Female,70,0,48.6126,8.6212,0.562,0.01,2.5176,0.9012
1,0,1,25,25,2,1,2,0,Female,67,0,12.8269,6.2411,2.014,0,3.1476,0.1752
1,0,0,200,32,4,1,7,2,Female,38,0,49.0706,19.3366,1.856,3.26,3.6312,5.088
1,0,0,80,52,5,1,4,1,Male,37,0,43.2699,14.2349,4.241,3.5829,4.548,1.7952
0,0,0,40,24,0,0,12,2,Male,52,0,48.3684,11.506,0,0.054,0.9384,0.966
2,1,0,30,1,2,1,6,2,Female,47,0,50.203,19.7166,3.097,2.9052,6.0966,2.0952
1,0,0,30,30,0,1,9,1,Male,53,0,17.7826,12.1915,0.0125,0.06,5.745,0.6126
1,0,2,80,22,5,1,11,6,Female,85,0,112.3306,26.1231,8.398,6.07,12.537,6.9894
1,0,0,50,3,4,1,3,0,Female,58,0,72.4332,5.953,0.4932,14.05,3.2304,2.532
2,4,1,300,10,4,1,9,0,Female,46,0,192.048,19.1188,5.939,10.2,12.624,2.3028
2,0,1,60,40,3,1,2,1,Male,69,0,21.6254,4.5805,5.4732,0,3.7938,0.528
1,0,0,24,20,0,1,15,8,Male,44,0,37.2474,9.0898,0.5737,0.0485,2.097,0.8286
2,0,0,80,22,2,1,7,2,Male,33,0,31.9782,8.2743,0.694,0.0526,8.139,1.9764
2,0,1,120,28,4,1,5,3,Male,56,0,78.8202,14.1328,9.2616,0,9.231,4.4634
1,0,1,84,9,4,1,4,0,Female,42,0,45.0028,8.8439,0.968,4.34,8.3166,1.3014
1,0,0,25,33,1,1,8,1,Male,37,0,9.1829,6.6177,1.2498,0.032,1.7064,0.366
0,0,0,48,1,0,1,4,2,Male,44,0,16.2305,6.8365,0.1235,0.09,2.2434,0.4716
1,0,1,55,7,2,1,6,1,Male,47,0,59.7012,14.3974,0.4262,5.204,8.1648,1.8966
1,0,0,40,19,1,1,10,3,Male,59,0,19.97,10.702,1.372,0.0585,3.9474,0.8832
1,0,0,35,3,1,1,6,2,Female,46,0,88.6735,15.2219,0.1435,0.097,4.7556,1.2024
1,0,0,70,6,2,1,6,1,Male,53,0,30.5389,10.0276,0.25,0.064,4.5828,0.9954
1,0,0,140,7,2,1,4,2,Female,71,0,48.617,8.6164,0.728,0.042,5.607,2.0286
0,0,0,25,7,0,1,1,1,Male,21,0,19.02,3.8469,0.042,0,1.287,1.2678
1,0,0,140,34,4,1,4,1,Male,64,0,48.9488,9.8521,0.6832,0,8.6862,1.6086
0,0,0,75,30,4,1,9,2,Male,46,0,26.5986,9.4557,1.059,4.55,5.763,0.2514
0,0,0,75,30,4,1,3,1,Female,38,0,20.033,6.7116,0.3508,0.085,6.0036,0.5046
1,0,0,75,30,4,1,5,0,Male,68,0,52.8199,13.6722,0.6935,0,5.5092,0.5418
1,2,1,100,18,8,1,7,2,Male,50,0,79.7758,20.6719,0.7546,8.1246,21.8196,6.3456
1,0,1,65,8,3,1,4,0,Female,52,0,26.6765,9.4178,2.1097,6.7798,16.38,0.6924
2,0,0,60,43,2,1,9,3,Female,61,0,29.6748,20.1031,0.7754,0,4.6806,1.2528
1,0,0,20,25,2,1,8,1,Male,40,0,18.1103,13.0473,0.0288,3.7252,4.9506,0.864
1,0,0,20,30,4,1,1,1,Male,67,0,13.28,5.5626,0.063,0,2.0796,0.9138
3,1,1,20,30,2,1,5,1,Male,42,0,61.72,22.4542,3.9369,2.022,10.6368,4.6152
1,0,0,22,16,0,1,5,3,Male,42,0,25.2644,10.2045,0.4762,1.6167,3.4722,1.347
1,0,0,160,13,2,1,3,0,Male,64,0,33.064,9.148,0.484,3.175,4.8144,0.7542
1,0,0,17,11,1,1,8,3,Female,44,0,11.9068,8.0497,0.0344,0.012,3.0294,0.309
1,0,1,70,18,2,1,3,0,Male,53,0,5.8958,12.5339,1.7173,2.92,5.5752,0.8562
1,0,0,11,25,1,1,3,1,Male,33,0,12.8095,8.541,0.7516,0.3668,2.5302,1.2084
2,0,0,120,17,4,1,6,2,Male,42,0,111.5381,26.0947,0.9413,16.7017,29.7054,5.4312
2,1,1,44,35,2,1,3,1,Male,61,0,86.1021,10.7506,2.6537,2.754,10.704,5.3076
1,0,0,50,19,3,1,10,2,Male,47,0,31.4123,21.2882,0.147,2.98,7.6068,1.7802
2,0,0,44,26,3,1,8,4,Female,61,0,63.0454,21.1077,1.1293,0,7.488,7.6602
1,0,0,60,31,2,1,6,1,Female,55,0,19.1792,6.8826,0.1702,1.075,6.7464,0.9144
1,0,1,30,35,1,1,4,2,Male,28,0,40.2995,16.3061,0.6899,0,7.74,3.4002
1,1,0,35,35,3,1,4,2,Male,68,0,79.3195,19.9906,0.5997,0,7.854,2.427
3,0,0,20,25,3,1,8,0,Female,29,0,32.3182,13.3469,0.4289,0.3,9.711,1.5954
0,0,0,22,14,1,1,6,1,Male,50,0,10.4565,7.8155,0.183,0.006,2.61,0.9894
2,0,1,50,32,4,1,2,1,Female,80,0,19.8247,6.6597,0.6726,0,8.514,1.1718
1,1,1,25,15,2,1,2,1,Male,26,0,78.5163,5.9409,1.7584,0,8.8668,2.6742
1,0,0,17,3,0,1,3,2,Male,38,0,25.0993,7.5939,0.7327,0.082,3.7698,1.1502
0,0,0,26,30,0,1,1,0,Female,79,0,9.7125,4.1603,1.9145,0,1.47,0.0492
0,0,0,60,7,1,1,6,0,Male,37,0,9.098,8.2335,0.0767,0.089,2.6478,0.3438
1,0,0,110,25,3,1,4,2,Female,53,0,47.41,13.5102,0.2539,6.34,11.6706,1.8492
1,0,0,60,44,2,1,8,1,Male,75,0,29.326,16.2323,0.2869,0.052,4.977,1.0716
0,0,0,23,2,2,1,4,1,Female,35,0,21.9243,8.9346,0.0692,0.07,4.329,0.549
1,0,0,108,25,3,1,4,1,Male,29,0,27.5288,10.4261,0.2841,0,7.2066,2.5788
2,0,1,100,18,4,1,7,4,Female,54,0,81.8755,16.0016,0.7759,0,11.673,4.2258
1,0,0,31,17,2,1,6,1,Male,55,0,42.487,11.039,0.1652,3.14,4.872,0.8628
2,2,1,100,16,5,1,3,0,Male,69,0,112.341,11.1235,0.7467,1.8,12.444,1.608
3,0,1,180,29,7,1,3,0,Male,77,0,89.1644,12.2606,12.64,3.114,49.92,2.8212
2,1,1,120,37,4,1,1,0,Male,71,0,50.69,6.2409,0.8438,0,21.0432,0.291
2,0,1,120,0,3,1,1,0,Female,81,0,93.328,11.6861,11.4863,0,30.546,1.521
0,0,0,80,13,1,1,5,1,Male,39,0,39.0252,11.8898,0.0763,3.615,5.43,1.6716
1,0,0,48,17,2,1,2,1,Male,53,0,26.1689,7.2908,0.1718,0,5.0718,0.582
1,0,0,25,15,1,1,1,0,Female,52,0,16.0198,4.8406,0.3596,0,2.5758,0.5724
0,0,0,40,27,3,1,1,1,Male,38,0,8.93,4.2896,0.0226,0,1.851,0.327
3,0,0,30,30,2,1,13,0,Male,54,0,14.5516,27.7153,0.0661,0.0555,5.7084,1.194
1,0,0,60,45,3,1,4,0,Female,78,0,22.825,18.0128,1.8936,0.1445,7.692,1.0338
1,0,0,53,9,2,1,4,2,Male,54,0,25.95,11.0519,0.0665,1.21,5.7804,0.897
1,0,0,50,75,2,1,8,3,Male,65,0,26.32,19.7647,0.5557,1.4699,5.073,1.0038
1,0,0,40,21,2,1,5,1,Male,46,0,18.0799,11.1228,0.1205,1.94,4.218,0.8802
2,0,0,60,45,3,1,8,3,Female,58,0,14.3042,10.9256,0.0013,0.121,6.5232,0.2178
1,0,0,55,15,1,1,7,2,Male,43,0,25.69,13.1214,1.2943,0.242,4.0098,1.4274
1,0,0,55,12,4,1,8,3,Female,49,0,36.5791,14.6842,0.0417,0.1287,5.3148,5.4726
0,0,0,40,5,2,1,10,1,Female,59,0,13.5779,8.1819,0.126,0.015,2.1858,0.4548
1,0,0,50,45,2,1,1,0,Female,82,0,16.3269,1.6818,6.942,0,2.745,0.0948
1,0,0,50,15,4,1,5,1,Female,53,0,24.3191,10.5619,0.3749,0.005,4.3782,0.6966
0,0,0,25,15,1,1,4,2,Female,64,0,15.0672,4.8064,0.0616,0.031,1.7658,0.1896
1,0,0,40,10,1,1,6,1,Male,40,0,11.742,8.1746,0.5175,0.2067,4.3092,0.9372
1,1,0,60,16,2,1,5,2,Female,62,0,50.7826,12.3058,0.1111,0,6.588,2.8728
1,0,0,70,12,1,1,5,2,Female,45,0,20.67,9.6422,0.1004,0.064,4.8006,0.7434
1,0,0,55,55,1,1,2,1,Female,39,0,13.44,5.6189,0.4596,0,3.7122,0.78
1,0,0,66,11,2,1,6,0,Male,65,0,16.2872,7.046,0.3866,0,2.439,0.369
1,0,0,50,6,2,1,4,1,Male,45,0,11.3363,8.6751,0.0345,0.1115,6.6642,0.7398
1,0,0,32,0,2,1,6,1,Male,51,0,13.9872,7.5696,0.1091,0.115,1.9716,0.5916
1,0,0,45,15,1,1,5,0,Female,29,0,52.71,11.7218,0.5342,1.2525,5.8248,0.732
0,0,0,30,18,1,1,5,0,Male,51,0,7.3224,5.1603,0.0032,2.478,2.1318,0.3096
1,0,1,75,22,2,1,3,2,Female,49,0,30.0159,9.6554,0.25,1.509,1.9218,1.4406
1,0,0,68,45,2,1,4,0,Male,42,0,16.0371,12.9618,0.705,5.9504,7.737,0.5682
0,0,0,30,25,1,1,5,1,Male,60,0,14.2827,8.5948,0.0282,1.23,1.6776,1.224
0,0,1,100,55,3,1,6,3,Male,55,0,70.028,17.7852,10.7078,3.81,5.556,1.4784
2,0,1,100,61,3,1,4,2,Female,64,0,30.963,8.0087,0.3076,7.26,4.2102,1.2792
5,0,1,70,42,4,1,4,2,Female,73,0,51.5686,10.319,0.765,1.6099,22.9698,0.861
1,0,1,100,65,3,1,5,0,Male,54,0,38.286,10.0417,0.503,6.69,6.3774,0.9798
0,0,0,20,42,1,1,4,0,Female,66,0,12.7715,5.7144,0.39,1.4848,1.4544,0.66
1,0,1,30,14,3,1,7,3,Female,46,0,29.456,15.2142,0.063,3.348,3.7956,1.014
1,0,0,40,4,2,1,3,2,Male,28,0,40.1552,13.3649,0.691,0.475,9.474,2.175
0,0,0,40,10,2,1,4,3,Female,60,0,9.46,5.1884,0.1142,0,3.069,0.1962
2,1,1,100,42,4,1,4,2,Male,75,0,71.314,12.9015,9.8147,0,27.006,1.0878
1,0,0,100,36,4,1,8,3,Male,68,0,58.086,15.5811,0.3644,1.255,19.434,2.4186
0,0,0,60,14,2,1,2,0,Female,76,0,26.5546,3.5206,0.7282,0,16.4376,0.3666
1,0,0,100,79,3,1,7,3,Male,59,0,94.8984,16.0875,5.8638,4.085,33.549,2.8488
1,0,1,35,84,2,1,8,1,Female,88,0,34.7293,12.9297,0.043,0,13.3728,0.8538
2,1,1,30,32,3,1,8,3,Female,59,0,78.3324,17.8105,7.6736,1.7314,14.58,1.8144
1,0,0,30,45,1,1,3,0,Male,48,0,24.1954,13.6231,0.4105,1.17,5.4072,0.606
2,0,1,50,69,3,1,6,2,Female,56,0,66.9592,25.8332,9.5921,3.176,10.7298,4.7412
2,0,1,40,45,4,1,3,1,Female,56,0,27.305,15.6401,0.096,0.76,12.687,2.5584
1,0,0,40,8,1,1,6,1,Male,47,0,18.2006,14.1394,0.0719,1.0548,3.9318,2.073
1,0,0,20,38,1,1,5,0,Female,49,0,14.14,9.7091,0.6305,1.3184,3.597,1.0956
1,0,0,20,17,1,1,4,1,Female,47,0,10.6819,9.7508,0.0045,0.015,3.3624,0.75
1,0,0,20,16,1,1,6,2,Male,61,0,33.9207,13.5611,1.5714,0,7.2768,1.278
0,0,0,30,47,3,1,1,0,Female,72,0,8.6444,2.664,2.329,0,1.7826,0.1272
0,0,0,35,7,2,1,3,2,Male,42,0,19.948,9.2078,0.0731,0,4.0116,1.2102
1,0,0,40,25,2,1,10,0,Male,41,0,17.8376,9.9004,0.2697,1.782,10.1676,1.1424
1,0,0,30,39,2,1,9,1,Female,63,0,17.8235,8.8404,0.6458,0.055,3.0936,0.7698
1,0,0,50,36,3,1,2,1,Female,53,0,28.0868,5.1718,0.2134,2.95,4.5432,1.104
0,0,0,30,39,1,1,8,2,Male,43,0,17.003,13.815,0.1108,1.1,2.997,1.1808
1,0,0,50,20,4,1,8,2,Male,42,0,30.2744,11.7369,0.262,1.5375,4.992,1.6434
1,0,0,30,3,1,1,4,2,Male,54,0,47.7832,9.4972,1.127,0,4.494,2.0976
1,0,1,70,29,4,1,7,1,Male,28,0,67.5222,18.3404,0.5844,0.026,13.0686,2.6796
1,0,0,140,15,1,1,6,2,Male,56,0,35.0376,18.432,1.1226,4.368,6.0882,1.2834
1,0,0,25,8,1,1,7,0,Male,40,0,24.0251,14.8485,0.3004,0.159,2.3148,0.6048
1,0,0,26,12,1,1,5,1,Male,35,0,19.2026,9.642,0.3331,0.167,3.0294,1.4832
1,0,0,30,2,1,1,4,2,Male,35,0,20.9158,13.605,0.265,0.55,5.6226,1.2486
0,0,0,25,43,2,0,4,2,Male,66,0,9.4551,6.2769,0.0105,0,1.4916,0.228
1,1,1,40,10,2,1,2,0,Female,34,0,64.8875,10.8092,1.0784,4.9799,7.8966,5.3718
1,0,0,30,43,4,1,4,2,Female,38,0,23.629,12.6549,0.2588,0.545,3.183,1.266
0,0,0,25,3,2,1,5,1,Male,45,0,16.8104,8.7945,0.211,4.165,2.97,0.3792
1,0,0,15,4,1,1,6,1,Male,38,0,14.278,11.4222,1.535,0.155,2.643,1.3764
1,0,1,20,34,1,1,3,2,Male,34,0,31.8896,16.9716,0.857,0,4.8336,2.7222
1,0,0,120,25,3,1,7,4,Male,49,0,57.044,17.846,0.165,2.184,5.4282,2.4162
1,0,0,50,37,2,1,2,0,Female,62,0,10.1455,6.6159,1.075,0,4.4472,0.2412
1,0,0,80,43,1,1,2,0,Male,85,0,20.6818,7.6795,2.212,0,6.078,0.2394
1,0,0,32,14,2,1,4,2,Male,47,0,18.9124,9.9551,0.0471,6.1795,2.3412,0.6876
0,0,0,50,75,1,1,1,1,Male,20,0,6.8584,4.381,0.2664,0,2.5524,0.2754
1,0,0,30,16,1,1,9,4,Male,52,0,21.2424,8.6081,0.1524,1.26,3.7056,1.1058
1,0,0,100,25,4,1,6,1,Male,39,0,19.2746,5.9474,0.76,0.086,5.1102,1.3488
1,0,0,35,52,3,1,3,0,Male,53,0,23.7412,11.6361,1.4651,0.175,16.329,0.9672
0,0,0,30,28,1,1,8,3,Male,52,0,47.9646,8.8329,0.3405,1.438,4.1742,2.5026
1,0,0,20,55,1,1,2,0,Male,73,0,8.4535,4.1602,0.1304,0,1.92,0.1278
1,0,0,50,45,2,1,12,3,Male,84,0,54.3358,16.3613,0.2675,0,20.6838,3.8304
1,0,0,16,45,0,1,5,1,Male,35,0,13.44,7.8761,0.1261,0.0465,3.489,0.5832
0,0,0,10,15,0,1,1,0,Male,23,0,5.9747,36.1964,0.0136,0.03,1.2972,0.0834
1,0,0,25,38,0,1,9,2,Male,49,0,13.8653,9.6318,0.0661,0.108,1.6446,1.0296
1,0,0,35,6,1,1,6,4,Female,26,0,52.7818,19.8077,2.0125,0,6.261,5.2908
