,fold,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,total_mse_train,constraint_penalty_train,custom_metric_train_2,violations_train_prediction,violations_test_data,total_mse_test,constraint_penalty_test,custom_metric_test_2,violations_test_prediction,counter_examples_found
0,1,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,3245.577529668808,"[[2.546280935092989, 5.918138583853638, -1.5043669932025885, -4.691867417755818, 2.13067274526483, 0.5000000000000001, 1.1902370754477338, 0.8275333794545874, 0.5528184334514816, 0.5, 1.4655598010969193, 0.5369779370359334, 0.514953949607541, 79.82619857355279], [-0.35748993779260896, -0.5, -0.5, -0.5, 0.0, 5.218348389806717e-18, -0.5, -1e-17, -0.12480670511150654, -1e-17, 0.19860387934677912, 0.0, 0.0, 8.910195000000002], [0.3678576305632224, -0.4467584682211745, 2.9780467887098365, 0.4999999999999999, -0.008794323423741607, 0.19624767546515648, -0.03228072377594818, -0.5, -0.09685269514243791, -0.5070593742287253, -0.580243593253388, -0.7446077120908334, -1.0, 11.00684167007169], [-0.27909917191770817, 2.23216153582809, 3.652201688140421, 5.2447853348005955, 2.2011758469154246, -1.3526226670085189, -1.0581996934321642, -0.7752506451234371, 0.49999999999999994, -0.4219906257712741, -0.6739007058518433, -0.17168824174863778, 0.49610133423540526, 46.183341297686525], [-0.8084494559458941, -7.2035416514605535, -4.625881483647669, -0.5529179170447774, -4.323054268756513, 0.6563749915433623, 0.40024334176037857, 0.44771726566884973, -0.8311590331975371, 0.4290499999999994, -0.41001938133846705, 0.37931801680353777, -0.011055283842946292, 32.27732345868901]]",679,64.07236410817772,8.609779555968089e-16,153.4528741150039,0,183,64.131428875264,5.440092820663267e-16,346.20105797740666,0,0
0,2,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,2690.2713792324066,"[[2.0361783440920878, 1.728599385471935, -9.62182671695296, -5.0859406330080335, 9.116077675478753, 1.0, 0.13942195948767347, 0.40769411230407165, 1.5640728529082624, 1.249125667773225, 1.5, 0.5, 0.6836974394400013, 84.51050590716557], [-0.44999999999999996, 4.576527244786753e-19, -0.03427340694966799, 0.0, 3.854902922476192e-21, 5.066443840963713e-20, 0.45454545454545453, 4.493922182162352e-19, 5.6783824353746795e-18, 9.658240661013526e-19, 4.493922182162352e-19, 1.1077372015864557e-17, 4.493922182162359e-19, 8.928401963004577], [-0.46424552253700974, -4.692174332460829e-19, 3.215344623027548, -1.0987059377999104, -4.460740741959578, -0.03427340694966746, -0.026145146022864597, 0.5670001251593372, -0.9999999999999999, -5.549765907102918e-17, -0.4768, 1.3492160228656186e-20, 0.5209728982975494, 10.771584559825039], [-0.29772117429884803, -0.2292975959949526, 6.44075550087508, 5.905564554059613, -0.573874457939446, -0.46572659305033254, -0.5678222680102634, -0.21921932451829035, -1.0567838243537468e-16, -1.249125667773225, -0.1538338551371491, -0.132891204669634, -0.7046703377375508, 49.504571533158305], [0.6448883527437701, -1.4993017894769824, -9.999999999999999e-18, 0.27908201674833083, -4.081462475579729, -0.5, 3.854902922476192e-21, -0.7554749129451185, -0.5640728529082624, 5.5440925914018736e-17, -0.8693661448628509, -0.367108795330366, -0.4999999999999999, 24.488836036846532]]",686,67.41784340326372,9.048317650695026e-16,195.88512638824633,0,176,49.64611093330754,1.212363542890671e-15,98.6341854503126,0,0
0,3,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,3332.501269340515,"[[1.5888085256416642, 16.481330660694983, -0.14234635130857254, -0.7976076178849847, 5.3608267556666666e-17, 1.0354569373333334e-17, 0.9493684121146397, 0.5046134593282809, 1.2468564367653685, 1.6522345446350921, 1.028962452218168, 0.5, 0.9988089337577081, 69.44262632962413], [-0.2505380917483712, -0.47285319260433323, 2.4462760987077073e-15, 0.0, -0.49983481282194386, -0.10216152534924754, -0.44936841211463974, -0.49328191220856954, 7.02123604e-18, 0.04162083740717495, 0.02405471371872857, -0.5, 3.2802432333333334e-19, 8.910195000000002], [-0.12689215892988498, -2.8610239289711696, -0.5552698987185485, -4.053298493328533, -0.7802058932433038, 3.6874582522762864e-18, -0.5, -0.029613941759643665, -0.6760271977287675, 0.12999866251756417, -0.5, -0.018387650264835825, -0.49880893375770813, 19.28501904954273], [0.2799660712262856, -9.912747706799012, 4.128603162513534, 4.850906111213518, 1.6243118566697228, 7.02123604e-18, 0.5, 0.6304886699136467, -0.40180527930207, -1.5, -0.4973850608552185, 0.018387650264835822, 1.0354569373333334e-17, 53.298904259104916], [-0.17810924369795797, -3.234705832320468, -4.489635887569058, 3.2802432333333334e-19, -0.3442711506044752, 0.10216152534924752, -0.49999999999999994, -0.6122062752737144, -0.169023959734531, -0.3238540445598312, -0.05563210508167793, 3.6879027066666664e-18, -0.5, 26.76715536172824]]",701,64.10906471074671,0.0,177.05545672951425,0,161,66.20785946325896,0.0,119.65195926431272,0,0
0,4,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,2809.207772254944,"[[1.603841537088345, 2.128934875572548, -11.583006961212954, -5.082119511988408, 2.4514912501731954, 1.0, 1.066978568361067, 1.0416033740922912, 1.2607349483419226, 0.5989416421445417, 1.017753134936914, 0.5062425027011828, 0.5587622152416095, 93.4523148844062], [-0.08952304824685883, 2.874580148982106e-19, -2.853995472153449e-19, -1.20294849299521e-17, -0.12185000000000004, 3.675112807256718e-19, -9.89044369201078e-22, 2.8807930322378126e-19, 0.09163004386078086, 3.460451605872974e-19, 2.8569668511018294e-19, 3.7466415093376687e-19, -1.1625485074206428e-19, 8.410195000000002], [0.20916300438607807, -1.0403570598010692, 3.2441755123506946, -0.7208481509129293, -2.829641250173197, -0.5000000000000014, -0.566978568361067, -0.5, -0.857725349768559, -0.5, -2.856966881953827e-19, -2.8746746818554654e-18, -9.883758633109384e-18, 10.802267712524433], [-0.5054829488801957, 0.5034710719193788, 5.4829645647833205, 6.399796695052835, 0.5000000000000017, 1.3996324886792054e-15, 9.889939270603665e-22, 9.71191915508882e-18, -6.100026979789494e-17, -0.06748559127899366, -0.5686303198901305, -0.5, -0.15967003765625246, 44.93763782174845], [-0.1336082810021212, -1.5920488876908576, 0.016699999999999937, -0.5968290321514977, -6.000000045982181e-17, -0.5, -0.5, -0.5416033740922912, -0.4946396424341443, -0.031456050865548035, -0.4491228150467835, 0.08538754115959796, -0.39909217758535703, 20.601484581320932]]",697,68.94095720751261,0.0,227.68700909858774,0,165,66.4488327275694,0.0,150.79954653147382,0,0
0,5,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,4379.311022758484,"[[1.3227376639763684, 0.009962302087872205, -8.928576676518269, -5.618390805362985, 1.587411433543912, 0.49914536650130953, 0.04881835523403147, 1.3527779976683203, 1.7538880821819858, 0.5, 0.4637716854168754, 1.1903680540365447, 1.1601875937296109, 97.4406426379427], [-0.11863313428550996, -0.00996230208787219, -4.934421860291719e-16, -0.009962302087872165, 2.4543953585908014e-18, -0.009962302087872228, -0.009962302087872245, 2.044218602917191e-17, -0.011505533515218795, 5.3442186029171905e-17, -0.38938330040767155, 0.08821875980378122, -0.009736942739126897, 8.410195000000002], [-1.5533395311990308e-17, 0.5041728556883205, 0.5453357067129048, 0.7258166103455188, -0.5, 1.0392186029171908e-17, -0.5, -0.2484467944150502, 0.11768293402265734, -0.23209912465838012, 0.09421966740677083, -0.5, -0.5684387580854919, 6.479024748676089], [0.02637535569261071, -1.660781397082809e-17, 7.383240969805352, 2.799033596750698, 0.412588566456088, 0.009962302087872285, 0.46114394685384075, -0.5454833178189856, -0.8372207750448708, 0.23209912465838006, -0.14964906205807216, -0.9519918657693748, -0.09260346914280965, 48.0342752788492], [0.23837221933291103, -0.5041728556883205, 1.0000000000000127, 2.1035029003546404, -1.5, -0.4991453665013096, 2.044218602917191e-17, -0.5588478854342845, -1.0228447076445535, -0.5, -0.01895899035790253, 0.17340505192904887, -0.48918306441343706, 17.839762334532026]]",685,65.61410748829695,0.0,187.6604350628359,0,177,91.05543495358548,0.0,405.21326324303465,0,0
