,fold,margin,knowledge,learning_rate,batch_size,epochs,validation_loss,runtime,num_iterations
0,1,"[0, 1]",0,0.5,5,10,5.00813627243042,6204.828784227371,400
0,2,"[0, 1]",0,0.5,5,10,4.780399799346924,5942.423008441925,400
0,3,"[0, 1]",0,0.5,5,10,4.364500999450684,5582.804988384247,400
0,4,"[0, 1]",0,0.5,5,10,2.8247549533843994,8869.15840125084,525
0,5,"[0, 1]",0,0.5,5,10,4.709749698638916,5750.879858255386,400
0,2,"[0, 1]",0,1,5,10,5.0015387535095215,9568.589925527573,125
0,3,"[0, 1]",0,1,5,10,3.237736940383911,5659.377675771713,400
0,4,"[0, 1]",0,1,5,10,1.9751702547073364,10340.699947834015,302
0,5,"[0, 1]",0,1,5,10,1.722627878189087,8760.11761522293,472
0,1,"[0, 1]",0,2,5,10,2.0328853130340576,6140.7293038368225,104
0,2,"[0, 1]",0,2,5,10,4.270996570587158,8392.075316905975,236
0,3,"[0, 1]",0,2,5,10,1.8694356679916382,10008.241646289825,212
0,5,"[0, 1]",0,2,5,10,7.417509078979492,7089.624814271927,400
0,1,"[0, 1, 2]",0,0.5,5,10,7.426719665527344,9247.117264986038,281
0,2,"[0, 1, 2]",0,0.5,5,10,2.3470003604888916,8867.215481758118,600
0,3,"[0, 1, 2]",0,0.5,5,10,4.0686492919921875,6073.737172603607,400
0,4,"[0, 1, 2]",0,0.5,5,10,2.431871175765991,5486.282816648483,400
0,5,"[0, 1, 2]",0,0.5,5,10,4.224877834320068,5396.874157905579,400
0,1,"[0, 1, 2]",0,1,5,10,5.763856887817383,5868.795355796814,115
0,2,"[0, 1, 2]",0,1,5,10,2.319171190261841,6897.114605426788,400
0,3,"[0, 1, 2]",0,1,5,10,6.848521709442139,6176.2381138801575,400
0,4,"[0, 1, 2]",0,1,5,10,3.7499585151672363,7592.435259580612,400
0,5,"[0, 1, 2]",0,1,5,10,2.6203725337982178,10140.65444946289,567
0,1,"[0, 1, 2]",0,2,5,10,3.2075374126434326,9404.489392757416,535
0,2,"[0, 1, 2]",0,2,5,10,3.053009033203125,7797.787202835083,400
0,3,"[0, 1, 2]",0,2,5,10,2.8521599769592285,9072.619424581528,509
0,4,"[0, 1, 2]",0,2,5,10,7.937983512878418,10010.02059006691,341
0,5,"[0, 1, 2]",0,2,5,10,2.653796911239624,7317.526962280273,400
0,1,"[1, 2]",0,0.5,5,10,5.583700180053711,3260.2047967910767,400
0,2,"[1, 2]",0,0.5,5,10,6.6277666091918945,3888.150387763977,400
0,3,"[1, 2]",0,0.5,5,10,2.2626030445098877,4608.818237781525,400
0,4,"[1, 2]",0,0.5,5,10,2.5086207389831543,4442.73255944252,400
0,5,"[1, 2]",0,0.5,5,10,1.9226078987121582,7003.7646951675415,587
0,1,"[1, 2]",0,1,5,10,1.906569242477417,6292.862879991531,400
0,2,"[1, 2]",0,1,5,10,8.309541702270508,5718.4708116054535,400
0,3,"[1, 2]",0,1,5,10,2.503476619720459,8225.331601142883,313
0,4,"[1, 2]",0,1,5,10,2.0482890605926514,7582.751919031143,595
0,5,"[1, 2]",0,1,5,10,2.394174575805664,7295.272323846817,400
0,2,"[1, 2]",0,2,5,10,3.839721441268921,6781.0806453228,400
0,3,"[1, 2]",0,2,5,10,3.1556687355041504,6273.381685495377,400
0,4,"[1, 2]",0,2,5,10,4.075891494750977,8042.209467887878,484
0,1,"[0, 1]",0,0.5,5,10,3.648625612258911,8824.105143070221,316
