,fold,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,total_mse_train,custom_metric_train_1,custom_metric_train_2,violations_train_prediction,violations_val_data,total_mse_val,custom_metric_val_1,custom_metric_val_2,violations_val_prediction,violations_test_data,total_mse_test,custom_metric_test_1,custom_metric_test_2,violations_test_prediction,counter_examples_found
0,1,0,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,117.18738651275635,"[[2.3016978348667108, 9.776213352970895, -10.447956689566162, 3.3786430113324037, 19.479068155949523, 4.9066395019286935, -2.937136784953465, 0.28510360984952654, 20.49466942363874, 6.151191601431333, 1.6665283929006314, -0.950906172942498, -0.8765135070268302, 35.19594890496184], [0.45994292564436645, 0.25643124788195437, -0.6699787156958766, 0.18270183747485338, -0.011788130076050451, 0.15296224910738934, -1.19767504026295, 0.02138117103974959, 0.832618299175953, 0.30959226115877914, 0.13472090897397612, -0.6331591196908929, -0.338009977699024, 5.9056699196110785], [0.2714073608603479, 0.16754613672651283, 0.23673240579513857, 0.4374497425944141, -0.3444716161705471, -0.1562522331160876, -0.09594111741983712, -0.03619985198687959, 0.08763715534798198, 0.7272288648138292, 0.1344776705217602, -0.486828629617034, 0.009688346326329159, 4.192263727165744], [0.3312167987753193, 5.149255338927045, -3.3965104612162715, 8.38621408114103, 12.01548729660164, -0.44551986704696545, -0.26865412511063863, -0.6894669351282063, -0.048270017977830565, -0.06655549312001889, -0.5376076124182012, 0.6122396013035866, 0.06857565201944359, 32.38631397990273], [0.2307243355635916, 1.3312124793956326, -1.6117423580271266, 2.073424798354999, -1.3483140483654976, -0.20453792212689664, 0.12660383879306877, 0.014990263355720103, -0.8144891305887083, 0.23295870474144642, 0.16637783125871247, -0.47217307749369697, -0.07937293057450026, 13.541284590003647]]",512,32.0105760384297,-,-,497,174,41.61899191063918,-,-,162,176,45.93095759609345,-,-,171,10
0,1,1,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,259.087393283844,"[[1.9895698245099025, 9.354981262623605, -10.350409323340598, 3.288680502409348, 19.187170566589696, 4.8096840337923386, -2.8533719341497177, 0.31177625928956304, 20.132263748149416, 5.910968525843242, 1.6076360399005314, -0.8894112057375102, -0.8955039537840822, 36.595917888931666], [0.10222883325392429, -0.13031596116077312, -0.5985162863706365, 0.09350906939124912, -0.375542818996934, 0.0731880747225421, -0.959782937597354, 0.04326388482578743, 0.4274743366677056, 0.06658245088184521, 0.07238549783220961, -0.5445998623958292, -0.3392327458023369, 7.297310565222509], [-0.040643811426995004, -0.2535841438858108, 0.3340770605287633, 0.34760243421192016, -0.6361643913142517, -0.253147745190939, -0.012482478527130865, -0.009569707806197626, -0.2747614144408566, 0.4870333489452108, 0.07556001354188038, -0.42537659716409126, -0.00928764360848404, 5.592446338192183], [0.019126872128030888, 4.728025953303206, -3.298928627328677, 8.296425821266771, 11.723588588274481, -0.5424199201607055, -0.1850665960635545, -0.6628156502547304, -0.4105692839493825, -0.30669237926684945, -0.5965146959982982, 0.6736563935817045, 0.0495923331288654, 33.78637327919137], [-0.08138802034879164, 0.9100340629910848, -1.514289176599799, 1.9836221477695657, -1.6398608593144701, -0.30142361193258127, 0.21004367648798009, 0.04166922069833445, -1.1768157238962693, -0.007157285989222785, 0.10743972170244648, -0.41070411583942396, -0.09832124217955004, 14.941381453322826]]",512,32.83727374613123,-,-,452,174,42.45797262323842,-,-,151,176,46.71224518996026,-,-,155,10
0,1,2,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,216.8323311805725,"[[1.7696513845555684, 8.793397573477439, -10.591178700662471, 3.194063068954723, 19.006709758202618, 4.672115581487736, -2.716872558112487, 0.35323051095647234, 19.431064966103857, 5.720843916459683, 1.5719746397740346, -0.7729298963051086, -0.8894779134919922, 38.13280292546385], [-0.07162205762754563, -0.7280777815984255, -0.8165274241981483, 0.0002219059554534753, -0.4809672899389014, -0.08119250045262161, -0.977775581399999, 0.08919949408885616, -0.2318129569301081, -0.11977510306013725, 0.04015491112212883, -0.45554655505318375, -0.35093788207775156, 8.842975551939722], [-0.26047347267204163, -0.8169838406444119, 0.09023398408595742, 0.25496100149376133, -0.8137612439185415, -0.390415084222794, 0.12383541002687597, 0.03215221616511519, -0.9771041117898643, 0.2976969414017872, 0.040045135233913884, -0.3094883433665183, -0.003249173806697715, 7.12924936019621], [-0.20029573941802048, 4.165315125422389, -3.540449404563555, 8.202630226606047, 11.544232324368496, -0.6798848652355575, -0.04931318638138154, -0.6211796482671429, -1.112526981874296, -0.4957909216564805, -0.6321997548351036, 0.789291370862806, 0.05556686816350766, 35.32318917425019], [-0.3010935363169143, 0.3466603350928052, -1.7574652065857157, 1.8906912612756825, -1.8173108922608552, -0.43874617980385344, 0.3459385029977126, 0.08342097950806114, -1.8791188432618666, -0.19638173290798547, 0.0718754117022061, -0.2949179234593436, -0.09229749171146293, 16.478169800045098]]",512,34.75071734639233,-,-,400,174,44.41899149603369,-,-,135,176,48.76420876169029,-,-,133,10
0,1,5,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,260.1939833164215,"[[1.5661957029255433, 7.653939631887954, -11.39165660482369, 2.4975000213531477, 17.102999281223102, 4.246824274087801, -2.144514293783121, 0.4380818430082945, 17.923250370606628, 5.324201858629792, 1.5037765020359593, -0.5660966687142532, -0.8131204681115539, 41.85886864490536], [-0.2779301514849993, -1.774182755277872, -1.5622902606712372, -0.5265813656657875, -1.9736577267303657, -0.47267311228221065, -0.42798983736955465, 0.18263198110056877, -1.6953692246272587, -0.4672871314679572, -0.01199946180566888, -0.2624301018954566, -0.2925290157783765, 11.728667202836329], [-0.46409714079780595, -1.9544542993385985, -0.7083463271620707, -0.4435289785514233, -2.7219710377707718, -0.8157293843126808, 0.697167139919646, 0.11675586485922809, -2.4840113802570105, -0.09975349741858087, -0.02825963715483398, -0.10236105741032467, 0.07314628509716493, 10.85598160712905], [-0.4042913831058377, 3.026862980750764, -4.34020791488699, 7.505100093268042, 9.63893926210066, -1.1049663486826544, 0.5241173702685274, -0.5364366110462343, -2.6196632440614476, -0.8934622753501364, -0.7003531906172431, 0.9967164990047633, 0.1319804624233656, 39.04939437356044], [-0.5048502174911942, -0.7908751329365943, -2.5561174755144593, 1.1923824445749804, -3.7255471254707238, -0.8639471673117087, 0.9196219415073625, 0.16802602464631566, -3.3859916853693828, -0.5939794772238207, 0.0036159738564488513, -0.08769756974512076, -0.01590161455011852, 20.204660228291477]]",512,39.878316276408626,-,-,248,174,49.24630061828498,-,-,93,176,53.61665538482366,-,-,72,10
0,1,10,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,163.4254400730133,"[[1.7781900620191122, 6.902597240877124, -12.151732114062872, 1.5767724722132703, 15.633842377336226, 4.176712426214579, -2.153024215771101, 0.3914517923033293, 17.09822287568779, 5.177649690448964, 1.4276766898647986, -0.6404162064581342, -0.7308306558014908, 44.811963954034916], [-0.07342120719036109, -2.1124472452353094, -2.1889896653514063, -1.0865035341679763, -2.635460746684527, -0.5908429164038159, -0.38881063345469835, 0.1353433036511097, -2.3456017116662378, -0.5515777955188452, -0.08470531271873702, -0.30200372085531774, -0.24452328278656918, 12.565007819519968], [-0.25575430569448365, -2.708842976279174, -1.467468109776201, -1.3684230643715658, -4.197095647440261, -0.8867506880411564, 0.6893163078241843, 0.07248711501737148, -3.3050188290439535, -0.25370196211615853, -0.10304518172210059, -0.17349223152485652, 0.15562165196364056, 13.811222440334864], [-0.19735844552609574, 2.2805202506720805, -5.103003086665875, 6.581076786052686, 8.168367624755387, -1.1743002384699108, 0.5165872660525864, -0.5819048591964813, -3.4400859987397623, -1.0445603797610794, -0.7747079508479296, 0.9264203501054311, 0.21401563756950615, 41.99876022974923], [-0.29686802928013883, -1.5417898344406333, -3.3161733763539294, 0.26764242496680163, -5.200074638399221, -0.9343244155293031, 0.9121557300294753, 0.12340102325550167, -4.206820744057507, -0.7473363947034998, -0.07114706680702014, -0.15874377444383655, 0.06648730604373193, 23.15730997679932]]",512,42.666168959318824,-,-,132,174,51.64938666900199,-,-,46,176,55.862907678428805,-,-,41,10
0,1,20,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,235.83260440826416,"[[1.862703256093939, 6.652317720511302, -12.976812412484374, 1.0325344843570192, 14.239015126808528, 4.1805013407996165, -2.1419197855312877, 0.3788005256494951, 16.74185895901548, 5.100308745952259, 1.403997484679344, -0.6974428883714073, -0.6949437635150241, 46.82324091449036], [0.006442340077535497, -2.11211700266281, -2.701191245736518, -1.3210320082489244, -3.182629358778793, -0.49944648617146453, -0.4206076975150771, 0.12961367782758046, -2.5861415262221876, -0.5033482286174954, -0.08111370786577503, -0.384226408209155, -0.24650031749466947, 12.698521724408739], [-0.16729521650168602, -2.956694123543113, -2.296524760453633, -1.9078830241356963, -5.587018165763067, -0.8819353290062358, 0.7002310976683364, 0.057285484583444776, -3.665693566222613, -0.32373068034306807, -0.1280494196880209, -0.2339851860818043, 0.19131540318490894, 15.821832036628294], [-0.10746938704607396, 2.025132005763782, -5.925687182438805, 6.040575161960152, 6.7749910297953, -1.1711728561066346, 0.5268700209315895, -0.5959466211841128, -3.8013676374185947, -1.117473592901273, -0.8001534298149042, 0.8651751123638958, 0.2501670750241424, 44.0141051860391], [-0.20802487317781987, -1.7929355508360367, -4.1430359290939425, -0.2720323733507087, -6.590048350127637, -0.9301896848889211, 0.9226713975837281, 0.1085019133107781, -4.567593198751923, -0.8178576110366503, -0.09619056698691818, -0.21931139300876137, 0.10227180588655603, 25.16989145725566]]",512,44.09570298252524,-,-,66,174,52.608503302399896,-,-,32,176,56.992949346489404,-,-,26,10
0,1,50,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,229.67444324493408,"[[1.8828244690141698, 6.645782839779278, -13.70430434005519, 0.6399497126132586, 13.44077008866142, 4.098244479893364, -2.165403775996768, 0.357362273995386, 16.69229755301072, 4.856957059871955, 1.341258469671587, -0.6139565317181712, -0.6606871023404071, 48.32690626282273], [-0.00850980712244396, -2.1959753850940036, -3.057453206869599, -1.4220246709420747, -2.9561146876469557, -0.25525416020958297, -0.5615767044792466, 0.14379555778921937, -2.5789919126412286, -0.5944862235527383, -0.07519831191863567, -0.4081757025824217, -0.25474378205125253, 12.679698896366528], [-0.1501956318205912, -2.968722062658995, -3.052740156883307, -2.298177948631709, -6.399829334863041, -0.965367542732076, 0.6833568273050884, 0.03675055514167065, -3.7148071935215072, -0.5693692293998018, -0.19003114949475408, -0.14883589622257842, 0.22611374979508186, 17.343087953776788], [-0.09110713128807953, 2.019985792009561, -6.658211317346878, 5.648027118149204, 5.974278157112566, -1.252053573263478, 0.5065520348463797, -0.6170082406091111, -3.8499027138270883, -1.3612102878815204, -0.862035390278229, 0.9517368453468351, 0.2846383789214219, 45.51903880248694], [-0.19106371532971803, -1.802210807508942, -4.88786892933464, -0.6631952544970023, -7.398321697017792, -1.0126250916423503, 0.9047648674542904, 0.08784400421451301, -4.616144422961077, -1.0625153403849605, -0.15824095649598438, -0.13399410378100388, 0.13690302891717232, 26.683009164626245]]",512,45.132514684714884,-,-,20,174,53.23857227205912,-,-,9,176,57.8466401860988,-,-,7,10
0,1,100,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,242.1460313796997,"[[1.8986153002140629, 6.554512350722331, -14.035970591416959, 0.5285937844601518, 13.417969330028932, 4.083720715685898, -2.231122614676319, 0.36142418696258427, 16.593228976345312, 4.766960369777803, 1.3681915220399894, -0.6246808866313338, -0.6743449638832956, 48.84592653878911], [-0.014089637519269319, -2.153391844432693, -3.3068834135235763, -1.4389497748448739, -3.0279529665385034, -0.24502033543959448, -0.5321101677567416, 0.1299968624059321, -2.5977437716087612, -0.7219098795338689, -0.043005219933254644, -0.4023586086796876, -0.2699712855971682, 12.771921639472017], [-0.13255420823690697, -3.0585815058558956, -3.358562032525933, -2.4096413739866724, -6.416436709273755, -0.9799859378866361, 0.6188426366930618, 0.04001812616712353, -3.8116030483117394, -0.6609613047751537, -0.16365617190995493, -0.1603604283083179, 0.2119790742024045, 17.844219669104884], [-0.07153653576792679, 1.9288369624995434, -6.9867322248791695, 5.5358869741746775, 5.9511412304567095, -1.26952310446323, 0.44066837355239885, -0.6135911123992016, -3.946839398027085, -1.4535310218285857, -0.8361676819685179, 0.937879418088829, 0.27064959074844414, 46.034137185656895], [-0.17284380485516376, -1.8924703608019322, -5.204051421229891, -0.7747372908186445, -7.418971374779029, -1.0280453443044342, 0.8400700417477682, 0.09102538861898463, -4.713334657505313, -1.1548562810886522, -0.13194084422809538, -0.1460631620107118, 0.1228784385865473, 27.19114578270289]]",512,45.42815012587661,-,-,8,174,53.464472338897124,-,-,8,176,58.24830025183736,-,-,7,10
0,1,1000,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,304.8001058101654,"[[1.883823789477247, 6.273411351992627, -14.516391145466834, 0.7122476754600833, 13.704100489351399, 4.097241793512148, -2.408024510565194, 0.3561365255302129, 16.584431365256126, 4.784235009467971, 1.3695399001475246, -0.569105498265015, -0.6723120086071273, 49.38333542402246], [0.021315699783564988, -2.2303315635438645, -3.5604989994808522, -1.4879835763716711, -3.19873167153721, -0.2690958738259619, -0.376037765735958, 0.10762194641759812, -2.638891433067695, -0.6541167897210911, -0.06221273462044606, -0.43291147906366456, -0.2795839927781081, 12.815405089891959], [-0.14323710378563378, -3.240579153468203, -3.816483919355151, -2.256873674673422, -6.506677026070018, -0.9923952859667116, 0.5013700373333403, 0.02693119925659343, -3.8570006803404837, -0.6403512121532321, -0.16816664253338287, -0.0875365311499672, 0.2244670228694247, 18.440954508154633], [-0.07378927860637624, 1.6626704120582432, -7.419283181775745, 5.722702698299621, 6.095984914906955, -1.294275898523663, 0.28236966918704964, -0.6114979650621745, -3.983551689723517, -1.4303225324297422, -0.8497219632817333, 1.0023033260916911, 0.28181020601334134, 46.593868582168156], [-0.1816052298334599, -2.088465809032025, -5.616563205357805, -0.6163797759106097, -7.499132309614114, -1.039935506361743, 0.7264641859559003, 0.07975172446854703, -4.755564208876236, -1.1316929393061077, -0.13834059651736222, -0.07830762333716107, 0.1340518049202788, 27.765845690407147]]",512,45.806450460155766,-,-,0,174,53.88709246356729,-,-,5,176,58.83839349062813,-,-,4,10
0,1,10000,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,161.591721534729,"[[3.188836230182159, 11.046046159048231, -2.905938792997241, 0.8180773206144052, 15.766067317181168, 5.249768799590578, -3.4404771753725893, -1.5566891911919678, 18.67343509393816, 4.008008688278998, 1.093714665099287, -0.3436706354841281, -1.1973540974716732, 31.300900268495432], [-0.7612362432995075, -0.493848638200421, 4.075117914160903, -0.6214434882681157, -4.8679956528778225, -0.15437513910736755, 0.18776118031368433, 0.09187755612767118, -2.906242240091882, -0.9031406746172111, 0.03434258261983558, -0.9832693847900732, -0.12808829752026138, 1.4146176743673895], [-0.7649235686241435, -0.14498197388057393, 4.609681335695474, 0.24248725616411368, -4.606354018019098, -0.2080748111533186, 1.8742685463340754, -0.10055658300931136, -3.579045544918921, -0.10174793688883314, 0.10602841177861348, -0.6676212592181325, 0.296039752442444, -1.0498352889684066], [0.14417671204811439, 4.658128967157668, 3.606860167016128, 5.686253784304029, 7.854870831170724, -0.4070189908813886, -0.6910496102760434, -0.8364607295498853, -2.680810711581098, -0.3484945061188275, -0.948414563887439, 0.4274971286651238, -0.07826602239218935, 28.071951773588488], [-0.6525881129976034, 0.8580389237768313, 3.8645577138799814, 1.1717368274428777, -5.43743300015233, -0.2206271343388705, 1.333960466343958, 0.08525230454427891, -4.2760354155624185, -0.39533982097947956, 0.06770949519570656, -0.7140715788536522, 0.1047536027036138, 8.518970884413553]]",512,67.60243120592575,-,-,0,174,81.55898967953684,-,-,2,176,82.31976064232398,-,-,4,10
