,fold,margin,knowledge,learning_rate,batch_size,epochs,validation_loss,runtime,num_iterations
0,1,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,56.74676047524931,8006.632274389267,873
0,2,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,367.8960727644748,8031.723932981491,927
0,3,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,74.27585257077787,8600.266940116882,901
0,4,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,595.3893237945799,8735.204214811325,880
0,5,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,622.966061244303,8222.967946767807,901
0,1,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,318.83181326038755,8062.577621936798,800
0,2,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,264.7300069219774,8820.828272342682,850
0,3,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,75.48519753316313,9154.841150283813,808
0,4,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,92.21405008874947,8741.33023738861,854
0,5,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,441.2806884533067,6501.059952735901,600
0,1,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,62.34055563069146,7317.180070400238,600
0,2,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,87.3550890790668,8947.413210868835,781
0,3,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,211.85626618270226,7285.078855276108,600
0,4,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,1238.8252650796678,5680.721113681793,500
0,5,[0.1],"[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,330.40814832650034,6730.580699205399,600
0,1,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,49.77413456683079,6022.820791482925,700
0,2,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,573.7254532598447,6551.615758180618,700
0,3,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,278.37100154576217,9661.364438533783,880
0,4,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,792.8716551959814,8172.819781780243,940
0,5,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,1188.1318440390667,8747.20310473442,951
0,1,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,536.3806333391009,9063.633360862732,894
0,2,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,882.6692833963914,8501.205990314484,800
0,3,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,746.2381810672412,5541.117083072662,500
0,4,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,656.7981687217621,9274.847119808197,831
0,5,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,2679.177794829907,8596.762078046799,800
0,1,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,1222.969762460361,6093.763313293457,500
0,2,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,90.25103094844388,8744.283680677414,728
0,3,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,74.50651048914814,7335.496421575546,600
0,4,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,137.29700675211967,6111.086499929428,500
0,5,"[0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,440.3428720029432,5216.798362255096,400
0,1,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,656.538810432367,9955.222701787949,944
0,2,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,329.0221187445436,9155.049035310745,922
0,3,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,141.35572422187244,7506.689578533173,600
0,4,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,489.10720605577507,9710.15806555748,951
0,5,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",0.5,5,10,551.2614738900955,10230.71834564209,916
0,1,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,862.0051118403169,7620.954950809479,700
0,2,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,799.2977937959597,10211.345053195953,895
0,3,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,1143.1601257427963,7838.643991470337,600
0,4,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,616.850010693747,10138.878349542618,858
0,5,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",1,5,10,2030.2903268041857,6160.007040262222,500
0,1,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,1706.153020500005,6500.24830031395,500
0,2,"[0.3, 0.2, 0.1]","[-0.008243927321455928, 0.0056115494666502804, 0]",2,5,10,1264.6604052639477,6617.283960580826,500
