,fold,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,total_mse_train,custom_metric_train_1,custom_metric_train_2,violations_train_prediction,violations_val_data,total_mse_val,custom_metric_val_1,custom_metric_val_2,violations_val_prediction,violations_test_data,total_mse_test,custom_metric_test_1,custom_metric_test_2,violations_test_prediction,counter_examples_found
0,1,0,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,120.06067681312561,"[[2.2043489667158935, 8.65083780541241, -10.402733162205692, 5.144243325694883, 19.810534677368004, 2.110705577909434, -1.3694670887641742, 0.23621416224016228, 21.710689314323545, 3.4447504695134135, 0.8840586482357374, 1.0024415985583413, -0.7215965222182847, 39.074955734707224], [0.5279022479231418, -0.6914775509323682, -0.12376915001808875, 0.579703136152772, -0.6593059433722452, -0.029998706988524564, -1.0192670868104405, 0.08933081495265015, 0.41083185551377116, -0.005730216043490364, 0.1953239574142759, -0.5099947409653705, -0.3369840539535098, 6.610267456376692], [0.20822841525845584, -0.2676370624613032, 0.6254683100391745, 0.07440004382340588, -0.9990976607190782, 0.06360262190908644, -0.031203266330151278, -0.07119116687161287, 0.03260404201902927, 0.6631522593831327, 0.17799926569552274, -0.35272713364836067, -0.017485084753388405, 5.586915967072606], [-0.010262468121924528, 3.1279483638996983, 1.2260583641084482, 7.898445735403615, 10.823903957108769, -0.737800634516891, 1.342163719563311, -0.551257126529443, -0.9530867858875879, -0.5812354342098854, 0.02316330377775689, 0.28318216528155604, -0.13510123279965033, 37.35734091195306], [0.038488871517326155, 1.6647046769020428, -1.5400097203495555, 1.9233819839900401, -2.30356973271882, 0.023404892555405704, 0.049783923669716075, -0.07619202364610002, -1.099295544243415, 0.7000020064732421, 0.3030900698711985, -0.6189404941974319, -0.008838452345457166, 15.857655700655812]]",532,32.474781058986785,-,-,531,165,42.659806368950804,-,-,172,165,39.38860107205961,-,-,167,10
0,1,1,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,272.92807602882385,"[[1.9065988347434042, 8.396765724492083, -10.159068561511884, 4.902681962574942, 19.365658838082073, 2.034641964247937, -1.3332255930481542, 0.23941047077481398, 21.29253999970548, 3.3237102326295975, 0.8216742156317809, 1.0069805760349568, -0.7333101518571558, 40.56025455322341], [0.18155026085129106, -0.8665971723344613, 0.11772575789028632, 0.3355496381492299, -1.167448650458521, -0.07936879515587639, -0.8978125898411735, 0.08949602730113065, 0.011913971271208952, -0.13293332410229874, 0.1257028460121418, -0.4743103297601354, -0.3328640565548883, 8.071163140278118], [-0.08956416071465044, -0.5214137435596609, 0.869157291405286, -0.16705359941429512, -1.4440168011840142, -0.012345715181601236, 0.005078322815242396, -0.0680868883254558, -0.3853356842105306, 0.5422387611571866, 0.1155791382184499, -0.3482738650879306, -0.02916006330904047, 7.072518872757271], [-0.3080223677958193, 2.874027556290563, 1.4697283518886803, 7.656967152641959, 10.37905889953273, -0.8139597573696903, 1.378438771156589, -0.5480960592192572, -1.3710248663683091, -0.7021753160299069, -0.03926500146817288, 0.28765432709247657, -0.14679404216088776, 38.84273754882143], [-0.25929903532055865, 1.4107448877959106, -1.296295483269243, 1.6819209921042162, -2.748394354003797, -0.05260403755309276, 0.08604739605209684, -0.0730524476491421, -1.5172066358014429, 0.5790844437969326, 0.2406657778334915, -0.6144700983381248, -0.02051799231626665, 17.343207326178373]]",532,33.36581984575655,-,-,478,165,42.63974929496171,-,-,156,165,41.25036426334513,-,-,153,10
0,1,2,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,187.14762163162231,"[[1.7939203599739488, 7.825589859947654, -10.114242234332874, 4.646711721611766, 18.88279280007877, 1.914838416971475, -1.2696423949518183, 0.24421960972332646, 20.485815690230986, 3.1435357321197497, 0.7801353735241104, 1.0431389669110525, -0.7127935500521092, 42.23546354679879], [0.10258223711507167, -1.4957178101386874, 0.16130534008461345, 0.0788187469460789, -1.6352970138923657, -0.21214970320784152, -0.8925519376974945, 0.08970510389460495, -0.7918782918814371, -0.3158279465310074, 0.08940571307114784, -0.453765445504012, -0.32381181045167656, 9.785891086743494], [-0.199856527666566, -1.1020418271241272, 0.9080611337806459, -0.423937746057361, -1.9487550254701251, -0.13110307940364369, 0.07092272006693247, -0.0634315401281781, -1.1914375226779623, 0.3597028412047099, 0.0726592080197752, -0.31431641351317924, -0.008301953160464575, 8.770979560522632], [-0.41751246626963684, 2.301115969041963, 1.5118714890849054, 7.4055005571784145, 9.887066639534732, -0.9372863830222304, 1.4446341891158432, -0.5439023576792766, -2.1776937043517566, -0.8823423549825099, -0.08239869361011597, 0.3220414692865463, -0.12598867692462268, 40.51868558817723], [-0.36907490959348405, 0.8331829739369546, -1.2500567273659178, 1.4261410312614153, -3.247591255089529, -0.17178729285395938, 0.1511157656887276, -0.0688770247390437, -2.323422345374356, 0.3981640065689708, 0.1980455786532808, -0.5810501942833556, -4.185062320371407e-05, 19.0316888903886]]",532,35.45328922866169,-,-,422,165,44.03099124385286,-,-,136,165,44.4201525949285,-,-,138,10
0,1,5,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,255.87310218811035,"[[1.6783255857365373, 6.760554539881847, -10.313413544137335, 3.498508608639071, 17.205298923335206, 1.839714175541596, -1.1380860015526049, 0.3548478070360681, 18.73910761828254, 3.0095049962696825, 0.680948189245988, 1.1261698373532403, -0.6124902362108354, 46.518795127615256], [-0.044482842797817945, -2.19643221690755, -0.30487611964386563, -0.7381833100221671, -2.7688947991646455, -0.30502020532036056, -0.6490934205309005, 0.1769446057562693, -2.4204398179601494, -0.39590882928013255, 0.0027259752758673457, -0.33977796606362204, -0.23758918206217772, 12.557048675482553], [-0.31786700711417565, -2.157488655380304, 0.7143716863963564, -1.5711321762592134, -3.605242490235146, -0.2071185592654473, 0.20041639642416442, 0.0472964799304317, -2.9387122691843848, 0.22799495047178966, -0.02514108578407685, -0.22899875316047325, 0.09163879044742297, 13.03099409147377], [-0.536358519990157, 1.2377983627866274, 1.3154437481531218, 6.252788204756283, 8.218426620164518, -1.0088166358846036, 1.5736019818624967, -0.432663570232657, -3.924423494787269, -1.0164895027787315, -0.17998682045362627, 0.40697604195916287, -0.025978109451560847, 44.80143372887785], [-0.48757564669937514, -0.22533168838238501, -1.4507559800232368, 0.27777983825846986, -4.909478923184534, -0.24730229980199955, 0.2813150516190755, 0.04233644712235642, -4.070601448788959, 0.2647837952363583, 0.09993019987673414, -0.49522355056743417, 0.10028096243710187, 23.301659557394117]]",532,40.44334866108297,-,-,251,165,47.037879734693696,-,-,83,165,52.058699516903346,-,-,84,10
0,1,10,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,193.58072423934937,"[[1.8593273922528513, 6.389988398535715, -10.35800666447525, 2.614056412187814, 15.910774140583833, 1.7505875620460158, -1.2404801471831752, 0.33751389842939, 18.022238839086214, 2.905510963500779, 0.6291388090314028, 1.0217899505221109, -0.557327924728158, 49.19622297010395], [0.05627044896072784, -2.0784444470141543, -0.6737928645627177, -1.246836298124188, -3.21259692672606, -0.3941166163945154, -0.6772927576528781, 0.1084945188021376, -2.816462589031871, -0.4437020500556039, -0.049073306338126045, -0.2962207575303193, -0.23447003090579818, 13.163789502612161], [-0.13738947777562924, -2.536575721626104, 0.6601617551223167, -2.453070086862267, -4.914383148154743, -0.29564045691927954, 0.10032802223617013, 0.030794604269165853, -3.6547728291067267, 0.12262572416761038, -0.07692434514763152, -0.33339257888904766, 0.1472387945624472, 15.721813549137867], [-0.35589446256572804, 0.8638829730652722, 1.2686679567072947, 5.372646153470037, 6.91838376606874, -1.0990385945632535, 1.4719953476414274, -0.44955346903748866, -4.6409802611885285, -1.1202360373294544, -0.23165733759359183, 0.3034735726059623, 0.029363891621900933, 47.48045838565756], [-0.3069117436392154, -0.6020427408929742, -1.4982804399989873, -0.6039095640166214, -6.214025823912193, -0.33591826375136763, 0.17995036166239184, 0.025669320414582992, -4.786742001909284, 0.1606418138464644, 0.04813178785868601, -0.599610586530019, 0.15571742267651, 25.986152054458152]]",532,42.51852601525499,-,-,131,165,47.60660158145662,-,-,50,165,55.69787875175074,-,-,44,10
0,1,20,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,293.78127241134644,"[[1.9279308170956404, 6.136437382947568, -11.006008657496828, 2.213828631814923, 14.720285831664183, 1.780919110080371, -1.2764078648234451, 0.3396551422542939, 17.8352809438386, 2.7876849724195023, 0.590077475081252, 0.9902526972933403, -0.5193405867669013, 51.06143687349139], [0.022850752529667114, -1.79010511033357, -1.6254693188812597, -1.0453500926178634, -4.0190086715624505, -0.3533009099276684, -0.41041387833889614, 0.06811977411209451, -2.938632349545818, -0.47634072917692794, -0.04515301841135106, -0.2677987354229678, -0.163076377064891, 13.170614560431067], [-0.06834901919641821, -2.782512426241333, 0.024008996745714873, -2.856399959894916, -6.08678488919146, -0.2659461825485043, 0.0610611330128977, 0.03235240195887963, -3.8423641062892555, 0.005907898165256556, -0.11599460976498642, -0.3648845143720351, 0.18478897147565806, 17.573636910415175], [-0.28695307027004213, 0.6136204392391442, 0.6226276637831458, 4.96800745701542, 5.734497806080584, -1.0674320678528508, 1.435182059337724, -0.4477235486090323, -4.827962400823525, -1.2384681126673556, -0.27081860101484845, 0.2710905874237225, 0.0671697529491728, 49.343365777198706], [-0.23811356241175036, -0.8503127579023331, -2.14262222628548, -1.007329329514742, -7.391756825299266, -0.3060639995765947, 0.1422213049882324, 0.027364621278501575, -4.974222331133365, 0.04265332467420793, 0.00912300773924142, -0.6311315351843428, 0.19343174097754295, 27.84468627358888]]",532,43.41070830880357,-,-,60,165,47.789184581740486,-,-,29,165,57.606607924583955,-,-,25,10
0,1,50,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,220.42955040931702,"[[1.9403359301324303, 5.974173101238379, -11.820201082482694, 1.9677913277631918, 14.128872047544204, 1.7894791728441852, -1.3319178717425528, 0.34277213775823856, 17.708436084969584, 2.6772763169384355, 0.5613817381504069, 1.0035262380565315, -0.48974908792360156, 52.69874254558367], [0.07398832979501031, -1.6282296649987358, -1.7387154688308888, -0.9610769362067828, -3.669151852734278, -0.31649592715725167, -0.24857276838881723, 0.09970972323980229, -2.860447405493812, -0.5284060518517472, -0.07065188457323808, -0.35416249599054955, -0.19007318220921923, 11.960596308522268], [-0.05233468751684686, -2.9406776861630393, -0.8272751601116858, -3.127724741133575, -6.697891739966224, -0.2546984063042157, -0.011743325245458309, 0.03165462655298541, -3.96220276747443, -0.12436346569549776, -0.14523650873442426, -0.3497366824157131, 0.21444122922154865, 19.285017217527834], [-0.2717951227278794, 0.4677807281059106, -0.21322095438901548, 4.7169787417727145, 5.1407500866849345, -1.0529368690737781, 1.3808809475975012, -0.4497361807434362, -4.944382309634952, -1.3635709503911726, -0.29989321290904225, 0.2813254065513793, 0.09614715787381234, 50.98386209902262], [-0.22233469851050872, -1.0065774115033361, -2.9741032504199487, -1.2743813675735982, -7.987702928707846, -0.29457022093927077, 0.07470540241565435, 0.026765005971598695, -5.0913434612580035, -0.08626538780962148, -0.020741636050194218, -0.6173919799654517, 0.22282955681084296, 29.525914053763486]]",532,44.046403371639876,-,-,21,165,47.957239212003145,-,-,11,165,59.33108270121026,-,-,12,10
0,1,100,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,297.00725269317627,"[[1.937681088357306, 5.884565510184026, -12.219750396324747, 1.9217333075900855, 14.054769312959307, 1.8153146379156828, -1.3747129909691724, 0.33062802541935216, 17.72446242356901, 2.57001781985956, 0.5544910320820051, 1.0150163640623495, -0.4894069463808894, 53.37898196582785], [0.135431440104722, -1.6060800324203848, -1.3843865852118118, -1.1695033330651006, -3.4412294790745346, -0.21821106255671205, -0.2450343494225774, 0.09314762775705969, -2.7562470874867953, -0.6271278751367452, -0.10346459226547709, -0.44569054536015507, -0.21463867071053425, 11.715592257764332], [-0.05870485829813084, -3.0382502745987794, -1.1923734977345595, -3.1482312311937632, -6.767949422329395, -0.23114284393647738, -0.03432541437397496, 0.023908200106120006, -3.9535811858579963, -0.2125323794756669, -0.15160031111790023, -0.3406797996567553, 0.21496831811965136, 19.899671472513074], [-0.2771243453140132, 0.36064399305027695, -0.5910228396690652, 4.678256257902509, 5.0622977836195995, -1.033897050683219, 1.338248946749391, -0.4564680665792018, -4.9394655968259515, -1.4556413858462807, -0.3063884031249454, 0.2956408822617055, 0.09722599900868775, 51.66145448086156], [-0.2283063256398479, -1.1045122412084065, -3.354742412607696, -1.298807910476833, -8.069822966979173, -0.2716727668835159, 0.04606157768137537, 0.018855115369617943, -5.085423282933476, -0.17495579023709087, -0.02651691783032574, -0.6069635826436919, 0.223543681713566, 30.166417494691398]]",532,44.31572285303197,-,-,8,165,48.02319878214661,-,-,3,165,60.11755017111172,-,-,4,10
0,1,1000,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,403.64195132255554,"[[1.8800750085771811, 5.682768140803103, -12.138830465513454, 1.87771341784551, 14.149140082244811, 1.8275862574152948, -1.4270247048287763, 0.3648925645078505, 17.69879658190738, 2.5794839545374817, 0.5908827736722216, 1.0670654725786075, -0.5032413320872703, 53.44858145966288], [0.4229330119398802, -1.1946097278185022, -1.0475279794810934, -0.8015695496633575, -3.8542484215696042, -0.17460752308153688, -0.14826972156458704, -0.0923135508019708, -2.8997517585829082, -0.43206929825704615, -0.2468930307694444, -0.6051868891880623, -0.1405535802293209, 11.467882953099897], [-0.11674020308958087, -3.180383048880651, -1.0934056313139078, -3.2081595187619087, -6.729466435293555, -0.22569798466042848, -0.08738172627217285, 0.0701631204670477, -3.9818522209302265, -0.21390234254717014, -0.12430250242832193, -0.32860175916846085, 0.2207165962264536, 20.01384334247097], [-0.3198352306345665, 0.1942574648132073, -0.5086379195980287, 4.618045497339143, 5.127661413064605, -1.0415094106016312, 1.2799548521273203, -0.40479876268017917, -4.961985342178422, -1.4499542872784914, -0.2875629619157159, 0.30339414383164226, 0.0951136300589562, 51.73068971157879], [-0.28528554650390653, -1.2549516830532421, -3.2493712517481894, -1.3574108041507231, -8.026661528190465, -0.26983913347943567, -0.006429826778581108, 0.0672448483208953, -5.112029322467603, -0.17508725567446645, 0.006078980871103702, -0.6016351101745926, 0.22493725338295562, 30.263301581769]]",532,44.47690541032863,-,-,0,165,48.12492845214894,-,-,2,165,60.27804738176743,-,-,1,10
0,1,10000,"[-0.008243927321455928, 0.0056115494666502804, 0]",-,-,-,214.34262490272522,"[[1.9558151637003431, 7.701612667865418, -3.5455955598850255, 2.8964383331157375, 16.512213903012444, 2.207440654061452, -0.9229656876049948, -0.11596358560336978, 19.95024058284406, 1.5241036672233284, -0.1911915623325161, 1.2897334538815601, -0.6084639736810205, 38.912634350616074], [-1.1782107152033656, -3.938358291014971, 3.549343242874428, -1.1509345499145351, -4.471428392515053, 0.2252116893333087, 0.7430643845539626, -0.6972585272402909, -3.5993348195858905, -0.5998653863577788, 0.13998993995459397, 1.599763711793199, 0.06119508230815135, 6.424153329149129], [-0.9484898216335125, -3.2282539807153876, 3.681914340994094, -0.4144526188244465, -3.6272353071349093, -0.341778697881221, 1.8607043390228253, 0.4572856737468097, -4.170191824644304, -0.4112560962817441, -0.17328567669170408, -0.34748960073937873, 1.1349953237610455, 4.9770747165169], [-0.9092987972128467, 0.14413167733131266, 7.355379155847958, 5.501287320709194, 7.995778764688654, -1.4224803763677747, 1.8458738583108523, 0.1601208485659563, -4.636613733160474, -0.8482521924208177, -0.6120674836609216, 0.3417820375205376, 0.28730990799233685, 37.66044997725904], [-1.0607888647150694, -1.0852779515205149, 2.6895066134584154, 0.94383212714957, -4.433196827788608, -0.4781152235719949, 1.3370689951197299, 0.6240054192780691, -5.307955928925068, -0.005099470910248816, -0.1313007572320254, -0.6397422750114444, 0.999954118574492, 15.139391386480195]]",532,63.4115124100784,-,-,0,165,69.43588360412951,-,-,2,165,69.19670188308812,-,-,7,10
