,fold,margin,knowledge,learning_rate,batch_size,epochs,validation_loss,runtime,num_iterations
0,1,"[0, 1]","[0.05998763141620285, 0]",0.5,5,10,2.9282469749450684,74.43912482261658,575
0,2,"[0, 1]","[0.05998763141620285, 0]",0.5,5,10,4.9101433753967285,108.31814932823181,573
0,3,"[0, 1]","[0.05998763141620285, 0]",0.5,5,10,5.139186859130859,87.63561677932739,557
0,4,"[0, 1]","[0.05998763141620285, 0]",0.5,5,10,3.8165223598480225,72.57949042320251,561
0,5,"[0, 1]","[0.05998763141620285, 0]",0.5,5,10,2.885364055633545,82.96632695198059,608
0,1,"[0, 1]","[0.05998763141620285, 0]",1,5,10,2.9036812782287598,79.86224150657654,581
0,2,"[0, 1]","[0.05998763141620285, 0]",1,5,10,4.0299177169799805,91.6134524345398,598
0,3,"[0, 1]","[0.05998763141620285, 0]",1,5,10,4.469159126281738,84.16984605789185,565
0,4,"[0, 1]","[0.05998763141620285, 0]",1,5,10,2.795682430267334,78.51418590545654,574
0,5,"[0, 1]","[0.05998763141620285, 0]",1,5,10,4.631392478942871,111.00656127929688,400
0,1,"[0, 1]","[0.05998763141620285, 0]",2,5,10,1.388461947441101,80.58897376060486,585
0,2,"[0, 1]","[0.05998763141620285, 0]",2,5,10,3.5182650089263916,61.955039501190186,577
0,3,"[0, 1]","[0.05998763141620285, 0]",2,5,10,2.578383684158325,75.87208127975464,595
0,4,"[0, 1]","[0.05998763141620285, 0]",2,5,10,1.5005650520324707,117.37725734710693,400
0,1,"[0, 1, 2]","[0.05998763141620285, 0]",0.5,5,10,7.514210224151611,146.31342434883118,500
0,2,"[0, 1, 2]","[0.05998763141620285, 0]",0.5,5,10,5.14523983001709,114.03323674201965,515
0,4,"[0, 1, 2]","[0.05998763141620285, 0]",0.5,5,10,8.587096214294434,95.82262468338013,400
0,1,"[0, 1, 2]","[0.05998763141620285, 0]",1,5,10,2.2027018070220947,90.20416140556335,604
0,3,"[0, 1, 2]","[0.05998763141620285, 0]",1,5,10,4.3721489906311035,120.03981876373291,576
0,4,"[0, 1, 2]","[0.05998763141620285, 0]",1,5,10,1.4188377857208252,159.89549851417542,579
0,5,"[0, 1, 2]","[0.05998763141620285, 0]",1,5,10,2.1368982791900635,110.94291639328003,603
