,fold,margin,knowledge,learning_rate,batch_size,epochs,validation_loss,runtime,num_iterations
0,1,"[0, 1]",0,0.5,5,10,5.528561115264893,5444.501145601273,400
0,2,"[0, 1]",0,0.5,5,10,3.556396961212158,8285.593186616898,548
0,3,"[0, 1]",0,0.5,5,10,2.2179126739501953,6656.277549505234,500
0,4,"[0, 1]",0,0.5,5,10,4.9518327713012695,6297.910492181778,400
0,5,"[0, 1]",0,0.5,5,10,3.553755521774292,7266.139877080917,400
0,1,"[0, 1]",0,1,5,10,7.640422344207764,5435.76800942421,400
0,2,"[0, 1]",0,1,5,10,4.077228546142578,6951.314609527588,400
0,3,"[0, 1]",0,1,5,10,2.940922975540161,5994.994541168213,400
0,4,"[0, 1]",0,1,5,10,1.8209213018417358,9898.601053476334,400
0,5,"[0, 1]",0,1,5,10,2.664010763168335,6395.494144916534,400
0,1,"[0, 1]",0,2,5,10,3.1166326999664307,8640.010990858078,312
0,2,"[0, 1]",0,2,5,10,2.021644353866577,5992.099130630493,400
0,3,"[0, 1]",0,2,5,10,1.8269907236099243,9316.693518161774,147
0,4,"[0, 1]",0,2,5,10,5.381341934204102,7461.263049840927,400
0,5,"[0, 1]",0,2,5,10,2.801785945892334,8346.5656042099,400
0,1,"[0, 1, 2]",0,0.5,5,10,3.556377410888672,4729.228470563889,500
0,2,"[0, 1, 2]",0,0.5,5,10,2.370764970779419,7091.97819685936,600
0,3,"[0, 1, 2]",0,0.5,5,10,4.186784744262695,7737.603075265884,625
0,4,"[0, 1, 2]",0,0.5,5,10,2.1819276809692383,5396.168782949448,400
0,5,"[0, 1, 2]",0,0.5,5,10,2.638962507247925,8105.135538578033,662
0,1,"[0, 1, 2]",0,1,5,10,2.2064144611358643,7692.010429143906,500
0,2,"[0, 1, 2]",0,1,5,10,4.26456356048584,6372.530028343201,400
0,3,"[0, 1, 2]",0,1,5,10,2.8814666271209717,6597.631119012833,400
0,4,"[0, 1, 2]",0,1,5,10,5.416684627532959,6419.622061729431,400
0,5,"[0, 1, 2]",0,1,5,10,3.144847869873047,9395.550446271896,180
0,1,"[0, 1, 2]",0,2,5,10,4.175518035888672,9234.426639795303,500
0,2,"[0, 1, 2]",0,2,5,10,2.9616270065307617,7607.072595119476,400
0,3,"[0, 1, 2]",0,2,5,10,3.720304012298584,9744.42415523529,343
0,4,"[0, 1, 2]",0,2,5,10,6.449690818786621,6189.249668121338,212
0,5,"[0, 1, 2]",0,2,5,10,2.6157069206237793,7375.500588178635,400
0,1,"[1, 2]",0,0.5,5,10,4.898738861083984,5698.487943649292,400
0,2,"[1, 2]",0,0.5,5,10,6.986048221588135,4830.332435369492,400
0,3,"[1, 2]",0,0.5,5,10,7.4941792488098145,5676.2169506549835,500
0,4,"[1, 2]",0,0.5,5,10,10.735635757446289,3651.3902723789215,400
0,5,"[1, 2]",0,0.5,5,10,2.2866969108581543,6908.356363296509,704
0,1,"[1, 2]",0,1,5,10,2.2743723392486572,5267.154402017593,400
