,fold,loss_type,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,accuracy_train_corrected,accuracy_train_modified,violations_train_prediction,violations_val_data,accuracy_val_corrected,accuracy_val_modified,violations_val_prediction,violations_test_data,accuracy_test_corrected,accuracy_test_modified,violations_test_prediction,counter_examples_found
0,1,sbr,PP,-,-,-,-,76.64707350730896,"[-0.48675314950883125, 1.0809950574952867, -1.5303217425087425, -1.5307933415638328, 0.05743543710338611, 0.9736555292507982, 0.18334275270500439, 0.826002181385173, -0.18188463641580072, 0.19279780444966046, 0.4515722802106337, -0.0011525065419472633, -0.08401453652563194, 0.7199106783986935, 0.39039941275742535]",17,0.7916666666666666,0.7785977859778598,0,4,0.8020833333333334,0.7934782608695652,0,5,0.8854166666666666,0.8791208791208791,0,0
0,1,sbr,0,-,-,-,-,76.80088710784912,"[-0.48675314950883125, 1.0809950574952867, -1.5303217425087425, -1.5307933415638328, 0.05743543710338611, 0.9736555292507982, 0.18334275270500439, 0.826002181385173, -0.18188463641580072, 0.19279780444966046, 0.4515722802106337, -0.0011525065419472633, -0.08401453652563194, 0.7199106783986935, 0.39039941275742535]",17,0.7152777777777778,0.7416974169741697,22,4,0.7083333333333334,0.7282608695652174,9,5,0.84375,0.8571428571428571,4,10
0,1,sbr,0.1,-,-,-,-,77.43115329742432,"[-0.5618329208314753, 1.2056305824263782, -1.5308407928409296, -1.5318168807683528, 0.04841753090417834, 1.0439181722051396, 0.18946088583765136, 0.8250472376712895, -0.17736288581816062, 0.18483426199936506, 0.4439288237504237, -0.0013979187815533682, -0.08149049793104848, 0.7179243916773745, 0.38914090382516714]",17,0.7256944444444444,0.7527675276752768,20,4,0.71875,0.7391304347826086,7,5,0.84375,0.8571428571428571,4,10
0,1,sbr,0.5,-,-,-,-,77.72392868995667,"[-0.8641401521938098, 1.7644931950333207, -1.5134372646002292, -1.547534559346095, 0.014458137886551519, 1.3295712336603034, 0.21082749471157006, 0.8184456443226329, -0.15616221018897766, 0.1560039866614276, 0.4054054155283735, -0.0026388859749797186, -0.07314947983743494, 0.7067374034872945, 0.3818958718988168]",17,0.7395833333333334,0.7564575645756457,16,4,0.7708333333333334,0.7608695652173914,2,5,0.8645833333333334,0.8681318681318682,2,10
0,1,sbr,1,-,-,-,-,77.23076248168945,"[-1.2103782061890562, 2.4578854028120487, -1.4783639991165287, -1.5702143289277577, -0.027441112081932475, 1.667768098812821, 0.22949433911975065, 0.8044250587399953, -0.12877378596392464, 0.12751643141392532, 0.34445410953323385, -0.004933621726277371, -0.06899452167933484, 0.6897892185419917, 0.37143284440159163]",17,0.7673611111111112,0.7675276752767528,7,4,0.7708333333333334,0.7608695652173914,2,5,0.8541666666666666,0.8571428571428571,2,10
0,1,sbr,2,-,-,-,-,75.67536425590515,"[-1.7448076054461148, 3.5725684128817403, -1.4014598803925933, -1.6091776604714327, -0.08797819231423704, 2.2023704771767627, 0.24635961429108094, 0.7763611493380568, -0.08629305035140614, 0.09289335598871029, 0.23355011291550823, -0.007720795984827645, -0.07404345702021359, 0.658678678807563, 0.3536790820119138]",17,0.7847222222222222,0.7712177121771218,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,10
0,1,sbr,5,-,-,-,-,74.15428185462952,"[-2.613307108647271, 5.2671948952477825, -1.2557142429589874, -1.6811670342872718, -0.16026786192059098, 3.0656791492383553, 0.2577774893138901, 0.7387097009962086, -0.03432333307652024, 0.056179178967675714, 0.09877287972735467, -0.007833140236702197, -0.09499173346442852, 0.6186133334176012, 0.3327034104831503]",17,0.7777777777777778,0.7638376383763837,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,0
0,1,sbr,10,-,-,-,-,72.23257398605347,"[-3.302587971146769, 6.408018293311307, -1.159987325589128, -1.739748707482605, -0.2033443860564329, 3.740868457324837, 0.26312372583354005, 0.7219620729094055, -0.01179879178055648, 0.03921568338500997, 0.04411858651743942, -0.0060276822331305725, -0.11096190109220858, 0.6043344886766484, 0.32501031038376355]",17,0.7777777777777778,0.7638376383763837,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,0
0,1,sbr,100,-,-,-,-,74.37332797050476,"[-5.6231209564766464, 9.185203810378422, -0.9534288010499142, -1.9159599298713934, -0.3049844125195393, 5.998608721282782, 0.28003772401522825, 0.7084398308031243, 0.004027132653881758, 0.020536207336583477, -0.0065122185728498224, 0.004356101207480919, -0.1631793295158217, 0.6118141979163912, 0.3210599216178237]",17,0.7777777777777778,0.7638376383763837,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,0
0,1,sbr,500,-,-,-,-,76.97091579437256,"[-7.264784705867391, 10.244855383294675, -0.9274890536046367, -2.0101777286187668, -0.3614613534699538, 7.617662576688089, 0.2947470667133117, 0.7161492680226851, -0.003993366586003774, 0.01728668079533309, -0.005281808284557514, 0.011417833016624626, -0.19132537327907617, 0.6333427767445744, 0.3243341558603322]",17,0.7777777777777778,0.7638376383763837,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,0
0,1,sbr,1000,-,-,-,-,79.12003135681152,"[-7.990949874140438, 10.457772026573977, -0.9690442404443553, -2.0591678316956328, -0.39396140723171696, 8.346413587658127, 0.307195469326984, 0.7261308345055594, -0.01142006019844743, 0.015780943454401394, 0.0011233026189653307, 0.014881494186072684, -0.20189041254976242, 0.6503068952696185, 0.32810296498539143]",17,0.7777777777777778,0.7638376383763837,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,0
0,1,sbr,10000,-,-,-,-,107.0630247592926,"[-11.071286387864896, 9.161145965056303, -1.6413746957486635, -2.6452861623434334, -0.9078138010942243, 11.725821337027437, 0.487168693215406, 0.846988943518779, -0.15522272295778983, 0.00019630802577729812, 0.23776722889694998, 0.050563541245676025, -0.30266748664513465, 0.9423304528232691, 0.3881617712348309]",17,0.78125,0.7675276752767528,0,4,0.75,0.7391304347826086,0,5,0.8645833333333334,0.8571428571428571,0,0
0,1,sl,PP,-,-,-,-,77.16696643829346,"[-0.48675314950883125, 1.0809950574952867, -1.5303217425087425, -1.5307933415638328, 0.05743543710338611, 0.9736555292507982, 0.18334275270500439, 0.826002181385173, -0.18188463641580072, 0.19279780444966046, 0.4515722802106337, -0.0011525065419472633, -0.08401453652563194, 0.7199106783986935, 0.39039941275742535]",17,0.7916666666666666,0.7785977859778598,0,4,0.8020833333333334,0.7934782608695652,0,5,0.8854166666666666,0.8791208791208791,0,0
0,1,sl,0,-,-,-,-,77.0197401046753,"[-0.48675314950883125, 1.0809950574952867, -1.5303217425087425, -1.5307933415638328, 0.05743543710338611, 0.9736555292507982, 0.18334275270500439, 0.826002181385173, -0.18188463641580072, 0.19279780444966046, 0.4515722802106337, -0.0011525065419472633, -0.08401453652563194, 0.7199106783986935, 0.39039941275742535]",17,0.7152777777777778,0.7416974169741697,22,4,0.7083333333333334,0.7282608695652174,9,5,0.84375,0.8571428571428571,4,10
0,1,sl,0.1,-,-,-,-,77.26746654510498,"[-0.6439627257967768, 1.4213065267877623, -1.5034571879368868, -1.532814436810326, 0.03175245498391548, 1.1383241867218274, 0.1897518840044588, 0.8124100022186981, -0.1667944388419414, 0.17920264099353192, 0.40336965253334206, -0.004203019452266156, -0.08443254834720273, 0.704852947020827, 0.38200241934489104]",17,0.7256944444444444,0.7527675276752768,19,4,0.7291666666666666,0.7391304347826086,6,5,0.84375,0.8571428571428571,4,10
0,1,sl,0.5,-,-,-,-,75.83854246139526,"[-1.1006212601008825, 2.4050424866713893, -1.4274212768728836, -1.5474002815746855, -0.032037303136473336, 1.6077264609277253, 0.20612891130935357, 0.7786113359680917, -0.1254650625861305, 0.14179696579604978, 0.2823066993997785, -0.009831493846643544, -0.088065750435292, 0.6657584981445434, 0.3606380570044498]",17,0.7673611111111112,0.7675276752767528,7,4,0.7708333333333334,0.7608695652173914,2,5,0.8541666666666666,0.8571428571428571,2,10
0,1,sl,1,-,-,-,-,74.43723630905151,"[-1.4748945434438838, 3.1837309789940944, -1.3717352867126793, -1.5667809418993328, -0.07509818828178316, 1.984103212233231, 0.21731141292570802, 0.7572614943725955, -0.09583215878356094, 0.11557593702219252, 0.20455625443418043, -0.011690028010847155, -0.09174595380420575, 0.6403728982478152, 0.34711831704499113]",17,0.78125,0.7712177121771218,1,4,0.78125,0.7717391304347826,1,5,0.875,0.8681318681318682,0,10
0,1,sl,2,-,-,-,-,73.37527441978455,"[-1.9595955269315062, 4.145156314060874, -1.3015435961326347, -1.6028311408320968, -0.11872875890595516, 2.4604982672711553, 0.22970684025032787, 0.7373010725318409, -0.06378858466239191, 0.08767748498025578, 0.13125573841454424, -0.011844692345579812, -0.09775118868191948, 0.6171116763260646, 0.33486988255655015]",17,0.7847222222222222,0.7712177121771218,0,4,0.78125,0.7717391304347826,0,5,0.875,0.8681318681318682,0,10
