,fold,loss_type,margin/alpha,knowledge,learning_rate,batch_size,epochs,runtime,weights,violations_train_data,accuracy_train_corrected,accuracy_train_modified,violations_train_prediction,violations_val_data,accuracy_val_corrected,accuracy_val_modified,violations_val_prediction,violations_test_data,accuracy_test_corrected,accuracy_test_modified,violations_test_prediction,counter_examples_found
0,1,sbr,PP,-,-,-,-,77.71756148338318,"[-0.04540556888496316, 1.7891404092002774, -1.0058131306934295, -1.1032642286397325, -0.3828094875470596, 1.1854291101522703, 0.4732910850086589, 0.6892411724336335, -0.1785900053390137, 0.1365885344950042, 0.12366138677687032, -0.3096898483560163, -0.014733106166898416, 0.1521924910557821, -0.3206923055578994]",17,0.8125,0.8007380073800738,0,4,0.8229166666666666,0.8152173913043478,0,4,0.8020833333333334,0.7934782608695652,0,0
0,1,sbr,0,-,-,-,-,77.81854796409607,"[-0.04540556888496316, 1.7891404092002774, -1.0058131306934295, -1.1032642286397325, -0.3828094875470596, 1.1854291101522703, 0.4732910850086589, 0.6892411724336335, -0.1785900053390137, 0.1365885344950042, 0.12366138677687032, -0.3096898483560163, -0.014733106166898416, 0.1521924910557821, -0.3206923055578994]",17,0.7361111111111112,0.7638376383763837,22,4,0.7708333333333334,0.782608695652174,5,4,0.7604166666666666,0.782608695652174,4,10
0,1,sbr,0.1,-,-,-,-,77.86633038520813,"[-0.13317065896428235, 1.8856532355989897, -0.976858826846713, -1.0881697637525742, -0.37877782306652064, 1.2606797879541956, 0.47550926353386536, 0.6881431697041609, -0.17523258155268748, 0.12815749824121664, 0.12485275203655267, -0.30858106159123827, -0.012542298708364612, 0.14629311648188562, -0.3201947774912553]",17,0.7395833333333334,0.7638376383763837,21,4,0.7708333333333334,0.782608695652174,5,4,0.7604166666666666,0.782608695652174,4,10
0,1,sbr,0.5,-,-,-,-,78.02444744110107,"[-0.4851380590663865, 2.273702999105858, -0.8581892196933758, -1.020111976182191, -0.3575199493032973, 1.5591531859737893, 0.48245153687397724, 0.6790787255136082, -0.16175884101355095, 0.09247697417598542, 0.12396910619900886, -0.3014799609713111, -0.00438307463566098, 0.12450138428818316, -0.313444197195219]",17,0.7638888888888888,0.7675276752767528,13,4,0.78125,0.7934782608695652,4,4,0.7604166666666666,0.7717391304347826,3,10
0,1,sbr,1,-,-,-,-,77.28036904335022,"[-0.8940797888764895, 2.7351130933385774, -0.7135576789368301, -0.9303910909102426, -0.32495183228882796, 1.9010032438075553, 0.48661793339440546, 0.6606800689205954, -0.146719929069648, 0.050882713028715346, 0.1120350064409745, -0.2889632410910427, 0.0033923848743383457, 0.1032654369764788, -0.29814198872728376]",17,0.7847222222222222,0.7859778597785978,6,4,0.8020833333333334,0.7934782608695652,1,4,0.7916666666666666,0.782608695652174,0,10
0,1,sbr,2,-,-,-,-,77.081707239151,"[-1.5230105280043738, 3.459982726753372, -0.5043435824821331, -0.7886825796880095, -0.27159731753708566, 2.426650166088749, 0.4884739968696175, 0.6239173547041535, -0.12481509024652183, -0.004568589609368242, 0.08048299281093746, -0.26604238677385034, 0.01134532189304964, 0.07882327070223508, -0.26717708832373743]",17,0.8055555555555556,0.7933579335793358,0,4,0.8125,0.8043478260869565,0,4,0.78125,0.7717391304347826,0,0
0,1,sbr,5,-,-,-,-,74.252858877182,"[-2.5210258664073817, 4.620280935399657, -0.2431543503097182, -0.5988439462932237, -0.20060488274281688, 3.2744849516994625, 0.4886611090109009, 0.5716485083136355, -0.09619228042821693, -0.06212542656253917, 0.03698804734284794, -0.23348146548343426, 0.018219254379070425, 0.057354384139733997, -0.2209012812118001]",17,0.8055555555555556,0.7933579335793358,0,4,0.8125,0.8043478260869565,0,4,0.78125,0.7717391304347826,0,0
0,1,sbr,10,-,-,-,-,73.74091172218323,"[-3.2824927848147847, 5.497708416253985, -0.10446845304408772, -0.5008975134211724, -0.1716954341721249, 3.9448785361011667, 0.4893256030088484, 0.5470137254988127, -0.08240001917430412, -0.08784561061861558, 0.021987489924109385, -0.21618655192386688, 0.019515141738666572, 0.050642681076380085, -0.19592386675368334]",17,0.8020833333333334,0.7896678966789668,0,4,0.8125,0.8043478260869565,0,4,0.78125,0.7717391304347826,0,0
0,1,sbr,100,-,-,-,-,74.99181866645813,"[-5.7228472819532525, 8.151286493715059, 0.1297622148975953, -0.37566135463721945, -0.1780892538906218, 6.200907979141652, 0.49545378066670487, 0.5263148519544706, -0.07509605016157697, -0.12369300022664886, 0.03111413079944498, -0.18342724549794384, -0.004131827403434478, 0.05588156379299644, -0.16083037458338847]",17,0.8020833333333334,0.7896678966789668,0,4,0.8125,0.8043478260869565,0,4,0.78125,0.7717391304347826,0,0
0,1,sbr,500,-,-,-,-,77.11336612701416,"[-7.415028502191608, 9.759201806297904, 0.23299510589484054, -0.3927301640711475, -0.20206421311198067, 7.8109014686059295, 0.4976963226232822, 0.5396507166103226, -0.0844598376486681, -0.13642420469263597, 0.05427002326072059, -0.16479682729875536, -0.03184357095546938, 0.06787731465780279, -0.15742060469347902]",17,0.8020833333333334,0.7896678966789668,0,4,0.8125,0.8043478260869565,0,4,0.78125,0.7717391304347826,0,0
